,course,num_students,avg_gpa,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
1739,IE 411: Optimization of Large Systems,22,3.41,22.7,40.9,13.6,4.5,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,9.1
1740,IE 413: Simulation,102,3.35,11.8,47.1,3.9,2.0,15.7,2.0,0.0,9.8,2.0,0.0,3.9,0.0,2.0
1741,IE 420: Financial Engineering,254,3.53,10.2,31.5,24.0,17.3,5.5,3.9,2.4,2.4,0.4,1.2,0.4,0.4,0.4
1742,IE 431: Design for Six Sigma,113,3.52,0.0,31.9,30.1,16.8,12.4,4.4,0.9,2.7,0.9,0.0,0.0,0.0,0.0
1743,IE 498: Deep Learning Math & Appl,31,3.69,51.6,16.1,9.7,9.7,6.5,0.0,3.2,0.0,0.0,0.0,3.2,0.0,0.0
1744,IE 498: High Frequency Trading,27,3.01,7.4,18.5,25.9,7.4,22.2,0.0,0.0,0.0,3.7,3.7,0.0,0.0,11.1
1745,IE 510: Applied Nonlinear Programming,22,3.64,13.6,31.8,18.2,18.2,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,IE 511: Integer Programming,23,3.52,8.7,26.1,30.4,30.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
1747,IE 521: Convex Optimization,46,3.59,10.9,43.5,15.2,17.4,2.2,6.5,0.0,0.0,2.2,0.0,0.0,0.0,2.2
1748,IE 523: Financial Computing,86,3.77,25.6,31.4,25.6,11.6,2.3,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,IE 525: Numerical Methods in Finance,92,3.68,7.6,34.8,32.6,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750,IE 525: Stochastic Calculus,91,3.65,17.6,27.5,28.6,12.1,4.4,8.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0
1751,IE 525: Stochastic Calculus & Numerical Models in Finance,48,3.76,12.5,50.0,29.2,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0
1752,IE 529: Stats of Big Data & Clustering,70,3.72,5.7,50.0,30.0,2.9,0.0,10.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0
1753,IE 531: Algorithms for Data Analytics,62,3.51,12.9,16.1,19.4,29.0,19.4,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,IE 534: Deep Learning,362,3.9,63.8,21.3,7.7,4.4,0.6,0.0,1.1,0.8,0.3,0.0,0.0,0.0,0.0
1755,IE 598: Electronic Trading,21,3.78,38.1,4.8,52.4,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756,IHLT 101: Introduction to i-Health,440,3.78,0.0,83.9,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.2,0.0,0.9
1757,IHLT 102: Survey of Interdisc Health,1161,3.58,38.3,24.3,16.4,5.2,2.8,3.8,1.6,1.7,1.6,0.4,0.4,1.0,2.4
1758,IHLT 230: Leadership in Health,91,3.84,50.5,25.3,12.1,5.5,3.3,2.2,0.0,0.0,1.1,0.0,0.0,0.0,0.0
1759,IHLT 232: Health Disparities in the U.S.,184,3.69,40.8,33.7,7.1,3.3,6.5,2.7,1.1,1.1,1.1,0.0,0.5,0.5,1.6
1760,IHLT 232: Health Equity in the United States,1196,3.64,39.6,28.8,12.1,3.2,4.3,4.3,2.0,1.8,1.3,0.3,0.2,0.4,1.8
1761,IHLT 240: Aging and Health Policy,109,3.88,50.5,35.8,7.3,0.9,1.8,0.9,0.9,0.0,1.8,0.0,0.0,0.0,0.0
1762,IHLT 375: Interdis Collab in Health Serv,519,3.75,31.6,43.0,12.7,3.1,2.9,2.1,1.2,0.2,1.0,0.4,0.0,0.4,1.5
1763,IHLT 474: Pre-Field Experience in Health,410,3.86,0.0,91.5,0.0,0.0,5.9,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.5
1764,IHLT 475: Field Experience in i-Health,241,3.84,0.0,87.6,0.0,0.0,10.4,0.0,0.0,1.2,0.0,0.0,0.4,0.0,0.4
1765,INFO 102: Little Bits to Big Ideas,544,3.54,14.7,41.5,9.4,7.7,15.8,2.2,3.1,2.9,0.9,0.0,0.6,0.0,1.1
1766,INFO 199: Intro to Video Game Industry,38,3.56,18.4,52.6,2.6,7.9,5.3,5.3,2.6,0.0,0.0,0.0,0.0,0.0,5.3
1767,INFO 310: Computing in the Humanities,54,3.04,0.0,44.4,18.5,1.9,5.6,3.7,1.9,9.3,0.0,0.0,0.0,3.7,11.1
1768,INFO 403: An Introduction to Top Down Video Game Design,30,3.84,6.7,66.7,6.7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1769,INFO 407: Introduction to Programming Python for Data Science,292,3.58,14.4,54.8,8.6,4.5,4.5,3.1,2.1,1.7,1.4,0.3,2.7,0.3,1.7
1770,INFO 490: Data Machines and the Python,25,3.51,0.0,64.0,16.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0
1771,"INFO 490: Data, Machines and the Python",59,3.7,0.0,71.2,11.9,3.4,5.1,5.1,0.0,0.0,0.0,0.0,0.0,1.7,1.7
1772,INFO 490: Intro to Prog for Data Science,98,3.36,0.0,55.1,11.2,6.1,8.2,3.1,2.0,6.1,0.0,1.0,3.1,0.0,4.1
1773,INFO 490: The Video Game Dev Process,26,3.76,26.9,46.2,7.7,3.8,11.5,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0
1774,IS 100: Exploring the iSchool with a Human-Centered Lens,692,3.79,68.6,14.9,6.2,3.2,1.0,1.3,0.7,0.7,0.4,0.1,0.3,0.6,1.9
1775,IS 145: Mapping Inequalities,39,3.8,33.3,41.0,20.5,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
1776,IS 199: Cyber Risk and Cybersecurity,29,3.53,6.9,34.5,17.2,20.7,6.9,6.9,6.9,0.0,0.0,0.0,0.0,0.0,0.0
1777,IS 199: Intro to Managng Cybersecurity,26,3.71,3.8,61.5,11.5,7.7,7.7,3.8,0.0,3.8,0.0,0.0,0.0,0.0,0.0
1778,IS 199: Social Hist of Games & Gaming,21,3.62,0.0,71.4,9.5,0.0,4.8,4.8,0.0,4.8,0.0,0.0,4.8,0.0,0.0
1779,"IS 199: iSchool Explore, Engage, Devel",347,3.76,76.4,12.1,1.7,0.9,1.7,1.4,0.6,0.6,0.3,0.0,1.2,0.0,3.2
1780,IS 200: Career Exploration,105,3.91,78.1,13.3,4.8,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1781,IS 202: Social Aspects Info Tech,1499,3.75,27.8,47.9,9.7,5.6,3.5,1.1,1.2,0.8,0.3,0.0,0.3,0.0,1.9
1782,IS 203: Analytical Foundations for Information Problems,84,3.62,17.9,40.5,14.3,16.7,1.2,3.6,1.2,1.2,1.2,0.0,0.0,0.0,2.4
1783,IS 204: Research Design for Information Sciences,322,3.44,12.4,29.2,27.3,10.9,6.5,1.6,2.8,3.7,1.2,0.3,0.3,0.3,3.4
1784,IS 205: Programming for Information Problems,23,3.35,0.0,26.1,47.8,13.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,8.7
1785,IS 206: Introduction to Database Concepts & Applications,82,3.23,2.4,39.0,15.9,11.0,8.5,4.9,1.2,6.1,4.9,0.0,0.0,1.2,4.9
1786,IS 226: Introduction to HCI,401,3.73,6.0,67.3,13.2,3.5,3.2,0.7,1.7,1.0,0.5,0.5,0.5,0.2,1.5
1787,IS 229: Web Design Fundamentals,55,3.92,27.3,61.8,5.5,0.0,1.8,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788,IS 234: Introduction to Risk and Cybersecurity,25,3.73,4.0,56.0,12.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1789,IS 236: User Research & Evaluation,56,3.82,3.6,60.7,25.0,8.9,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0
1790,"IS 308: Race, Gender, and Information Technology",387,3.44,5.9,55.6,7.8,5.4,7.8,3.4,2.8,3.6,2.1,0.5,0.8,1.0,3.4
1791,IS 310: Computing in the Humanities,128,3.65,12.5,57.8,13.3,3.9,1.6,3.9,0.0,1.6,0.0,0.0,3.1,0.8,1.6
1792,IS 312: Reading and Writing Data,71,3.71,22.5,49.3,5.6,9.9,5.6,2.8,0.0,2.8,0.0,0.0,0.0,0.0,1.4
1793,IS 316: The Design of Usable Information Interfaces,107,3.53,14.0,35.5,21.5,5.6,8.4,7.5,1.9,2.8,0.0,0.0,1.9,0.0,0.9
1794,IS 324: Social Network Analysis,52,3.58,7.7,51.9,19.2,1.9,1.9,9.6,3.8,0.0,0.0,0.0,1.9,0.0,1.9
1795,IS 327: Concepts of Machine Learning,212,3.63,5.2,50.9,18.4,8.5,8.5,3.3,2.4,0.5,0.5,0.0,0.5,0.5,0.9
1796,IS 334: Usable Privacy and Security,23,3.51,0.0,47.8,26.1,4.3,8.7,0.0,4.3,4.3,0.0,0.0,4.3,0.0,0.0
1797,IS 340: Project Management,32,3.4,0.0,15.6,46.9,18.8,0.0,6.2,6.2,3.1,3.1,0.0,0.0,0.0,0.0
1798,IS 357: Introduction to Data Storytelling,82,3.87,26.8,52.4,11.0,3.7,3.7,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0
1799,IS 364: Privacy and Information Technology,34,3.52,0.0,55.9,8.8,11.8,11.8,2.9,5.9,0.0,0.0,0.0,0.0,0.0,2.9
1800,IS 370: Concepts of Information Behavior Theory,30,2.43,0.0,10.0,20.0,6.7,6.7,6.7,10.0,3.3,10.0,10.0,3.3,10.0,3.3
1801,IS 381: Introduction to Literacies for Youth,48,3.85,18.8,66.7,6.2,4.2,0.0,0.0,2.1,0.0,0.0,0.0,2.1,0.0,0.0
1802,IS 390: Concepts of Machine Learning,29,3.47,0.0,37.9,24.1,6.9,24.1,3.4,0.0,0.0,0.0,0.0,0.0,3.4,0.0
1803,IS 390: Consulting Info Professionals,25,3.89,0.0,76.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1804,IS 403: Children's Materials,23,3.75,0.0,69.6,13.0,8.7,0.0,4.3,0.0,4.3,0.0,0.0,0.0,0.0,0.0
1805,IS 407: Introduction to Data Science,76,3.83,14.5,60.5,15.8,5.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
1806,IS 410: Storytelling,51,3.78,0.0,72.5,9.8,7.8,2.0,5.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1807,IS 413: Teen Materials,53,3.86,41.5,45.3,5.7,1.9,0.0,1.9,0.0,1.9,1.9,0.0,0.0,0.0,0.0
1808,IS 418: Community Engagement,66,3.84,0.0,68.2,24.2,4.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1809,IS 419: Entrepreneurial Information Technology Design,22,3.8,40.9,31.8,18.2,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0
1810,IS 439: Web Development Using Application Framework,128,3.64,19.5,46.1,11.7,9.4,7.0,0.0,0.0,0.8,1.6,1.6,0.0,0.0,2.3
1811,IS 445: Data Visualization,29,3.97,69.0,27.6,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1812,IS 453: Information Books and Resources for Youth,73,3.92,6.8,89.0,0.0,0.0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,1.4,0.0
1813,IS 455: Database Design and Prototyping,83,3.75,0.0,68.7,14.5,6.0,7.2,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2
1814,IS 457: Data Storytelling,98,3.87,1.0,76.5,17.3,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1815,"IS 477: Data Management, Curation & Reproducibility",76,3.57,21.1,35.5,18.4,5.3,3.9,3.9,6.6,3.9,0.0,0.0,0.0,0.0,1.3
1816,IS 496: Computer Networks,80,3.81,33.8,40.0,11.2,7.5,3.8,1.2,1.2,0.0,1.2,0.0,0.0,0.0,0.0
1817,IS 496: Design for Social Interact Exp,25,3.57,4.0,36.0,48.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
1818,IS 497: Database Admin & Scaling,23,3.9,0.0,82.6,8.7,4.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,IS 501: Reference and Information Services,141,3.86,24.8,54.6,11.3,3.5,2.1,1.4,1.4,0.0,0.7,0.0,0.0,0.0,0.0
1820,IS 503: History of Children's Lit,22,3.86,0.0,90.9,0.0,0.0,4.5,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0
1821,IS 504: Sociotechnical Information Systems,195,3.89,2.1,79.0,12.3,5.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1822,IS 505: Information Organization and Access,513,3.81,10.7,57.1,21.2,4.1,5.1,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.8
1823,"IS 507: Data, Statistical Models and Information",122,3.91,39.3,46.7,9.8,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
1824,IS 509: History and Foundations of Information Science,31,3.82,19.4,51.6,9.7,12.9,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1825,"IS 510: Libraries, Information and Society",512,3.86,12.5,67.6,10.5,4.1,3.3,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.6
1826,IS 515: Information Modeling,366,3.83,1.4,69.7,19.7,5.5,2.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8
1827,IS 517: Methods of Data Science,28,3.95,0.0,96.4,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,IS 519: Research Design in Information Science,53,3.83,0.0,69.8,17.0,9.4,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1829,IS 521: Digital Libraries,21,3.75,0.0,81.0,9.5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
1830,IS 523: Preserving Info Resources,48,3.38,2.1,25.0,25.0,22.9,12.5,4.2,2.1,2.1,2.1,0.0,0.0,0.0,2.1
1831,IS 525: Data Warehousing and Business Intelligence,46,3.83,6.5,71.7,10.9,4.3,0.0,4.3,0.0,2.2,0.0,0.0,0.0,0.0,0.0
1832,IS 530: Collection Development,25,3.88,4.0,80.0,8.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1833,IS 532: School Library Management,76,3.79,32.9,47.4,3.9,3.9,6.6,2.6,1.3,0.0,0.0,0.0,0.0,0.0,1.3
1834,IS 537: Theory & Practice of Data Cleaning,43,3.9,39.5,37.2,16.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1835,IS 540: Social Justice in the Information Professions,45,3.91,13.3,75.6,2.2,4.4,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1836,IS 543: Digital Preservation,26,3.9,0.0,80.8,11.5,3.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1837,IS 544: Administration & Management of Libraries and Information Centers,53,3.94,0.0,88.7,7.5,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1838,IS 551: Youth Services Librarianship,22,3.52,0.0,59.1,4.5,13.6,13.6,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5
1839,IS 557: Applied Machine Learning: Team Projects,26,3.74,11.5,30.8,38.5,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840,IS 563: Adult Popular Literature,51,3.69,19.6,66.7,0.0,0.0,3.9,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.9
1841,IS 563: Fantasy Lit/Media for Youth,47,3.87,19.1,61.7,8.5,4.3,2.1,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1842,IS 567: Text Mining,34,3.97,0.0,94.1,2.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,IS 571: Children's Programming,22,3.71,0.0,59.1,18.2,4.5,13.6,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,IS 571: Info Service for Diverse Users,26,3.95,0.0,92.3,3.8,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1845,"IS 571: Literacy, Reading, and Readers",27,3.96,0.0,96.3,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1846,IS 573: Community Archives,27,3.81,0.0,85.2,0.0,0.0,11.1,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0
1847,"IS 573: Doc, Collect, and Appraisal",48,3.95,29.2,64.6,2.1,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1848,IS 573: Intro Cultural Heritage Coll,23,3.87,0.0,65.2,30.4,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1849,IS 575: Metadata in Theory & Practice,24,3.61,0.0,62.5,20.8,4.2,4.2,0.0,0.0,4.2,0.0,0.0,0.0,0.0,4.2
1850,IS 577: Data Mining,70,3.91,15.7,65.7,12.9,4.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1851,IS 582: Academic Librarianship,164,3.88,43.9,45.1,0.0,3.7,5.5,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0
1852,IS 582: Library Social Work,21,3.78,38.1,33.3,9.5,14.3,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0
1853,IS 582: Rare Books and Special Collect,173,3.84,0.6,90.8,0.6,2.3,1.7,0.6,0.0,0.6,0.0,0.0,0.6,0.0,2.3
1854,IS 582: Social Crisis andLibrarianship,26,3.85,0.0,96.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8
1855,"IS 583: Bookbinding: Hist, Princ, Prac",45,3.83,55.6,26.7,6.7,2.2,6.7,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0
1856,IS 585: Bibliographic Metadata,52,3.66,0.0,44.2,28.8,11.5,13.5,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
1857,IS 586: Usability Engineering,29,2.48,0.0,13.8,0.0,3.4,10.3,6.9,27.6,13.8,24.1,0.0,0.0,0.0,0.0
1858,IS 593: AV Materials Libs & Archives,46,3.93,30.4,65.2,0.0,0.0,2.2,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0
1859,IS 594: Eval & Assess of Libr Services,21,3.86,42.9,42.9,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,IS 594: Personnel Management,21,3.68,0.0,47.6,28.6,14.3,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1861,IS 594: Project Management,31,3.78,54.8,29.0,0.0,9.7,0.0,3.2,0.0,0.0,0.0,0.0,0.0,3.2,0.0
1862,IS 597: Command Line Tools,26,3.83,0.0,80.8,0.0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1863,IS 597: Large Language Models,23,3.96,0.0,91.3,4.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,IS 597: Machine Learning Cloud,52,3.8,57.7,7.7,17.3,9.6,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,IS 597: Responsible Data Science & AI,67,3.64,32.8,26.9,11.9,10.4,10.4,0.0,4.5,1.5,0.0,0.0,1.5,0.0,0.0
1866,ITAL 156: Exploring Rome: History and Culture of the Eternal City,77,3.97,79.2,16.9,1.3,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1867,JAPN 201: Elementary Japanese I,42,3.21,28.6,23.8,4.8,4.8,4.8,14.3,4.8,0.0,4.8,4.8,0.0,0.0,4.8
1868,JAPN 203: Intermediate Japanese I,21,3.41,23.8,33.3,14.3,4.8,0.0,9.5,0.0,9.5,0.0,0.0,0.0,0.0,4.8
1869,JOUR 161: Introduction to Sports Journalism,22,3.56,36.4,27.3,22.7,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,4.5
1870,JOUR 200: Introduction to Journalism,586,3.21,14.0,34.8,10.6,7.2,9.9,3.6,2.0,6.1,1.7,0.9,1.0,1.9,6.3
1871,JOUR 205: History of American Journalism,432,3.35,3.2,32.4,16.0,18.5,10.9,6.2,5.3,2.5,2.8,0.2,0.5,0.5,0.9
1872,JOUR 215: Multimedia Reporting,31,3.19,19.4,22.6,12.9,16.1,6.5,6.5,3.2,3.2,0.0,0.0,0.0,0.0,9.7
1873,JOUR 250: Journalism Ethics & Diversity,139,3.35,5.0,29.5,21.6,10.1,19.4,5.0,1.4,2.2,1.4,1.4,0.7,0.0,2.2
1874,JOUR 293: Digital Photography for Everyone,89,3.53,18.0,28.1,24.7,11.2,6.7,4.5,3.4,0.0,0.0,0.0,0.0,1.1,2.2
1875,JOUR 310: Media Law in Historical Context,23,3.84,47.8,13.0,30.4,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1876,JOUR 311: Media Law,157,3.08,3.8,31.2,10.2,14.6,14.0,1.3,1.9,11.5,0.6,0.0,7.6,0.0,3.2
1877,JOUR 360: Working with the Press,66,3.92,56.1,31.8,6.1,3.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
1878,JOUR 361: Classics of Sports Journalism,48,3.69,56.2,16.7,4.2,6.2,10.4,2.1,0.0,2.1,0.0,0.0,0.0,0.0,2.1
1879,JOUR 450: Media and Public Opinion,33,3.78,0.0,60.6,24.2,3.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,JOUR 451: Research Methods in Journalism,34,2.96,17.6,32.4,2.9,2.9,14.7,0.0,2.9,5.9,2.9,0.0,5.9,2.9,8.8
1881,JOUR 453: Crisis Communications,68,3.93,70.6,17.6,7.4,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1882,JOUR 460: Navigating the Job Market,22,3.86,0.0,86.4,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1883,JOUR 471: Science Journalism,51,3.39,9.8,31.4,23.5,5.9,7.8,7.8,2.0,5.9,2.0,0.0,3.9,0.0,0.0
1884,KIN 100: Cond & Wt Control,70,3.66,0.0,80.0,0.0,0.0,10.0,0.0,0.0,5.7,0.0,0.0,4.3,0.0,0.0
1885,KIN 100: Development Activities,26,3.69,0.0,80.8,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8
1886,KIN 100: Walking & Movement Wellness,413,3.74,11.4,71.7,1.5,1.5,8.5,0.2,0.5,1.9,0.0,0.0,0.7,0.0,2.2
1887,KIN 100: Walking and Movement Wellness,250,3.73,6.0,78.8,0.0,0.8,6.8,0.0,0.0,4.8,0.0,0.0,0.8,0.0,2.0
1888,KIN 100: Weight Training I,99,3.77,0.0,84.8,1.0,0.0,8.1,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0
1889,KIN 100: YOGA,181,3.9,4.4,88.4,0.6,1.1,3.3,0.0,0.0,1.1,0.0,0.0,0.6,0.0,0.6
1890,KIN 102: Bowling,453,3.88,27.6,64.5,0.2,1.1,4.0,0.0,0.2,1.3,0.0,0.0,0.4,0.0,0.7
1891,KIN 103: Badminton,218,3.89,0.0,90.8,2.3,1.8,2.3,0.9,0.5,0.5,0.0,0.0,0.0,0.0,0.9
1892,KIN 104: Ice Skating,1467,3.8,0.1,89.1,0.0,0.0,6.1,0.0,0.0,2.0,0.0,0.0,0.8,0.0,1.9
1893,KIN 104: Skating Activities,1817,3.8,0.0,88.8,0.0,0.0,6.2,0.0,0.0,2.4,0.0,0.0,1.2,0.0,1.5
1894,KIN 107: Aqua Aerobics,24,3.79,0.0,87.5,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0
1895,KIN 107: Aquatic Sport Activities,22,3.5,50.0,31.8,0.0,0.0,4.5,0.0,0.0,4.5,0.0,0.0,0.0,0.0,9.1
1896,KIN 108: Stress Management,4764,3.62,56.5,15.5,9.4,4.0,2.5,3.1,1.6,1.1,1.5,0.5,0.7,0.5,3.1
1897,KIN 109: Basketball,178,3.87,0.0,91.0,1.7,1.7,1.7,0.6,1.1,0.6,0.0,0.0,0.6,0.0,1.1
1898,KIN 109: Volleyball,295,3.88,5.8,86.4,0.3,0.0,4.7,0.3,0.0,1.0,0.3,0.0,0.7,0.0,0.3
1899,KIN 120: Injuries in Sport,154,3.46,16.9,35.1,13.0,10.4,7.8,5.2,2.6,6.5,0.0,0.0,0.0,0.0,2.6
1900,KIN 122: Physical Activity and Health,3699,3.44,19.5,27.0,22.0,10.0,6.2,5.2,2.0,1.6,1.4,0.6,0.8,0.5,3.3
1901,KIN 125: Orientation KIN & Comm Health,1002,3.87,0.0,90.0,0.0,0.0,7.6,0.0,0.0,1.8,0.0,0.0,0.3,0.0,0.3
1902,KIN 140: Social Sci of Human Movement,930,3.44,21.3,28.3,16.5,9.4,5.3,6.6,3.2,3.3,2.2,1.5,0.5,1.0,1.1
1903,KIN 142: Contemporary Issues in Sport,1532,3.41,2.6,62.8,0.5,0.4,18.5,0.3,0.3,8.0,0.0,0.0,2.4,0.0,4.0
1904,KIN 150: Bioscience of Human Movement,905,3.06,0.0,37.0,0.0,0.0,40.6,0.0,0.0,16.4,0.0,0.0,3.9,0.0,2.2
1905,KIN 160: Introduction to Kinesiology,266,3.09,8.3,16.9,26.3,9.4,10.9,8.6,3.8,3.8,3.0,0.8,1.5,0.8,6.0
1906,KIN 199: Applied Physical Activity,21,3.91,76.2,0.0,19.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,KIN 199: Medical Terminology,165,3.79,1.2,76.4,12.7,2.4,1.8,1.2,1.2,0.6,0.6,0.0,0.0,0.0,1.8
1908,KIN 199: Online Personal Physical Activ,54,3.66,33.3,44.4,5.6,5.6,3.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,5.6
1909,KIN 199: Stress Management,302,2.53,10.6,16.2,13.6,6.0,6.6,8.3,4.3,3.0,5.6,2.3,3.0,3.3,17.2
1910,KIN 201: Physical Activity Research Methods,1108,3.65,31.5,31.5,14.4,6.5,6.3,4.2,1.2,1.0,1.1,1.0,0.1,0.1,1.1
1911,KIN 210: Applied Medical Terminology for the Health Professional,383,3.9,1.0,89.8,3.9,1.3,1.6,0.5,0.8,0.0,0.0,0.0,0.0,0.0,1.0
1912,KIN 247: Intro to Sport Psychology,1925,3.39,0.0,60.8,1.1,0.2,24.3,0.1,0.1,7.3,0.1,0.0,2.4,0.0,3.6
1913,KIN 249: Sport & Modern Society,10125,3.67,44.0,28.7,9.0,4.9,4.5,1.9,1.5,1.3,0.6,0.5,0.3,0.3,2.6
1914,KIN 250: Introduction to Personal Training,52,3.67,0.0,69.2,0.0,15.4,7.7,0.0,3.8,0.0,3.8,0.0,0.0,0.0,0.0
1915,KIN 259: Motor Development and Control,695,3.45,10.4,39.9,9.6,8.3,19.7,2.3,2.3,3.7,0.6,0.6,0.6,0.6,1.4
1916,KIN 260: Teaching Activities I,22,3.79,45.5,18.2,22.7,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,"KIN 262: Motor Develop, Growth & Form",189,3.5,9.0,45.5,12.2,7.9,13.2,2.1,2.6,3.2,1.1,1.1,0.0,0.0,2.1
1918,KIN 268: Children's Movement,374,3.8,38.5,35.6,11.2,6.7,5.3,0.8,0.5,0.3,0.0,0.0,0.5,0.0,0.5
