,course,num_students,avg_gpa,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
1558,HIST 130: History of South Asia,91,2.85,5.5,35.2,11.0,9.9,8.8,3.3,0.0,2.2,2.2,2.2,1.1,2.2,16.5
1559,HIST 135: History of Islamic Middle East,34,2.84,0.0,17.6,14.7,20.6,14.7,8.8,5.9,0.0,5.9,0.0,0.0,0.0,11.8
1560,HIST 141: Western Civ to 1660,23,3.04,4.3,17.4,34.8,13.0,0.0,8.7,4.3,0.0,4.3,4.3,0.0,0.0,8.7
1561,HIST 141: Western Worlds: Ancient and Medieval Societies from the Mediterranean to Northern Europe,69,3.16,2.9,17.4,13.0,23.2,15.9,15.9,7.2,1.4,0.0,0.0,0.0,0.0,2.9
1562,HIST 142: Modern Europe and the World,42,3.64,14.3,42.9,9.5,4.8,23.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1563,HIST 164: The Automobile,40,3.28,0.0,37.5,35.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,10.0
1564,HIST 170: US History to 1877-ACP,27,3.38,3.7,51.9,11.1,3.7,14.8,3.7,0.0,0.0,3.7,0.0,0.0,3.7,3.7
1565,HIST 171: US History to 1877,1122,3.34,9.7,36.0,17.3,10.3,9.1,4.4,1.9,2.6,1.9,1.2,0.3,0.4,5.0
1566,HIST 172: US History Since 1877,560,3.31,7.1,35.0,25.0,6.1,10.4,3.2,0.4,2.5,1.4,1.1,1.1,0.7,6.1
1567,HIST 199: HIST at IL and You,216,3.66,33.8,40.3,8.3,2.8,3.7,2.8,2.3,1.4,1.9,0.0,0.0,0.0,2.8
1568,HIST 200: Intro Hist Interpretation,21,3.49,0.0,42.9,19.0,28.6,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,4.8
1569,HIST 202: American Environmental History,39,2.62,7.7,20.5,10.3,12.8,5.1,2.6,7.7,5.1,2.6,2.6,10.3,0.0,12.8
1570,HIST 203: Reacting to the Past,78,3.58,11.5,60.3,9.0,2.6,6.4,2.6,0.0,0.0,1.3,0.0,1.3,0.0,5.1
1571,HIST 205: Lived Experience in Latin America,187,3.66,10.7,28.9,35.3,12.8,9.1,2.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0
1572,HIST 211: History of Southern Africa,81,3.38,18.5,27.2,19.8,2.5,12.3,3.7,3.7,7.4,0.0,2.5,1.2,0.0,1.2
1573,HIST 212: History of Eastern Africa,26,3.76,3.8,53.8,23.1,7.7,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,HIST 213: African Muslim Societies,88,3.5,22.7,25.0,15.9,18.2,2.3,6.8,4.5,0.0,0.0,0.0,4.5,0.0,0.0
1575,HIST 220: Traditional China,123,2.79,4.1,14.6,8.9,17.9,15.4,7.3,8.9,6.5,3.3,0.0,6.5,0.8,5.7
1576,HIST 221: Modern China,98,3.64,16.3,41.8,16.3,9.2,7.1,3.1,3.1,1.0,1.0,0.0,0.0,1.0,0.0
1577,HIST 236: Madness and Modern Society,1096,3.55,3.5,30.1,40.7,11.3,5.5,4.0,1.8,0.9,0.2,0.2,0.0,0.2,1.6
1578,HIST 240: Ancient Greek Civilization,28,3.8,14.3,60.7,0.0,14.3,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,HIST 241: History of Ancient Rome,55,3.88,0.0,85.5,0.0,9.1,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,"HIST 245: Wives, Workers and Witches in Pre-Modern Europe",55,3.57,0.0,38.2,34.5,9.1,10.9,1.8,1.8,1.8,0.0,0.0,1.8,0.0,0.0
1581,HIST 247: Medieval Europe,32,3.67,12.5,65.6,6.2,6.2,0.0,3.1,0.0,0.0,0.0,0.0,0.0,3.1,3.1
1582,HIST 251: Warfare Milit Insts & Soc,92,2.86,4.3,7.6,7.6,10.9,21.7,19.6,10.9,14.1,1.1,0.0,1.1,0.0,1.1
1583,HIST 253: Enlightenment to Existentialsm,27,3.05,0.0,37.0,25.9,3.7,3.7,11.1,3.7,0.0,0.0,0.0,0.0,0.0,14.8
1584,HIST 255: British Isles to 1688,33,3.79,69.7,9.1,12.1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1585,HIST 259: 20thC World from Midcentury,55,3.41,0.0,49.1,10.9,7.3,16.4,3.6,5.5,1.8,1.8,1.8,0.0,0.0,1.8
1586,HIST 260: History of Russia,55,3.51,9.1,36.4,20.0,7.3,12.7,5.5,3.6,3.6,1.8,0.0,0.0,0.0,0.0
1587,HIST 262: Zionism: A Global History,37,3.26,18.9,32.4,18.9,2.7,2.7,10.8,0.0,2.7,0.0,0.0,0.0,0.0,10.8
1588,HIST 263: History of Medicine in the United States,176,3.46,1.1,31.8,25.0,14.8,15.9,6.8,1.1,1.1,1.1,0.0,0.0,0.0,1.1
1589,HIST 264: Technology in Western Society,88,3.38,3.4,29.5,29.5,13.6,8.0,2.3,3.4,1.1,5.7,2.3,0.0,0.0,1.1
1590,HIST 269: Jewish History Since 1700,38,3.03,34.2,15.8,7.9,7.9,7.9,2.6,2.6,5.3,0.0,0.0,0.0,0.0,15.8
1591,HIST 273: Illinois History,90,3.76,22.2,38.9,20.0,7.8,10.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
1592,HIST 274: US Foreign Relations Since 1917,130,3.44,13.8,23.1,24.6,12.3,16.9,1.5,1.5,3.1,0.0,0.0,0.0,0.0,3.1
1593,HIST 275: Afro-American History to 1877,75,3.34,22.7,26.7,17.3,5.3,2.7,5.3,2.7,4.0,10.7,0.0,0.0,1.3,1.3
1594,HIST 276: Afro-American Hist Since 1877,22,3.3,36.4,0.0,40.9,0.0,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,9.1
1595,HIST 277: Encounters in Native America,117,3.61,17.1,43.6,15.4,8.5,6.0,2.6,0.9,2.6,0.0,0.0,1.7,0.0,1.7
1596,HIST 278: Native American History,35,3.18,20.0,25.7,8.6,8.6,14.3,5.7,0.0,5.7,0.0,0.0,5.7,0.0,5.7
1597,HIST 280: Caribbean Latina/o Migration,111,3.6,2.7,52.3,19.8,12.6,4.5,0.9,0.9,2.7,0.9,0.0,0.9,0.0,1.8
1598,HIST 281: Constructing Race in America,644,3.66,20.2,46.3,14.3,6.5,4.8,1.1,1.1,2.2,0.5,0.5,0.0,0.2,2.5
1599,HIST 283: Asian American History,183,3.28,8.2,24.6,24.0,8.2,15.3,9.8,1.6,0.0,2.7,0.0,1.1,0.0,4.4
1600,HIST 285: US Gender History to 1877,89,3.59,5.6,58.4,15.7,4.5,3.4,2.2,2.2,2.2,1.1,1.1,1.1,0.0,2.2
1601,HIST 287: African-American Women,35,3.9,54.3,25.7,11.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,HIST 293: The President and the People,24,3.44,16.7,41.7,12.5,12.5,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,8.3
1603,HIST 300: Topics in Film and History,140,3.41,6.4,36.4,17.1,12.9,11.4,6.4,2.1,1.4,1.4,0.7,0.0,1.4,2.1
1604,HIST 308: The Caribbean Since 1492: From Columbus to Castro,26,3.05,23.1,11.5,23.1,3.8,11.5,0.0,11.5,0.0,0.0,0.0,7.7,0.0,7.7
1605,HIST 312: Immigrant America,103,3.37,15.5,35.0,12.6,6.8,8.7,12.6,1.0,1.0,0.0,1.0,1.0,0.0,4.9
1606,HIST 317: Birth of US Empire,25,3.27,0.0,52.0,20.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,12.0,0.0
1607,HIST 335: Middle East 1566-1914,55,3.58,21.8,52.7,9.1,5.5,1.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,7.3
1608,HIST 337: Middle East Since World War I,48,2.8,0.0,14.6,12.5,22.9,14.6,4.2,2.1,16.7,0.0,0.0,2.1,6.2,4.2
1609,HIST 344: Early Modern British Isles,24,3.36,0.0,25.0,20.8,20.8,8.3,20.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0
1610,HIST 345: Medieval Civilization,52,3.46,13.5,34.6,13.5,21.2,5.8,3.8,0.0,0.0,1.9,1.9,0.0,0.0,3.8
1611,HIST 346: The Age of the Renaissance,35,3.63,5.7,51.4,17.1,8.6,8.6,5.7,0.0,0.0,0.0,0.0,0.0,2.9,0.0
1612,HIST 347: Protestant & Catholic Refs,25,3.17,0.0,28.0,12.0,20.0,20.0,8.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0
1613,HIST 348: Early Euro Absolut & Expansion,21,3.51,9.5,47.6,14.3,4.8,9.5,4.8,0.0,0.0,4.8,0.0,4.8,0.0,0.0
1614,"HIST 349: Age of Revolution, 1775-1815",30,2.98,3.3,33.3,16.7,10.0,13.3,0.0,0.0,6.7,0.0,0.0,3.3,0.0,13.3
1615,HIST 352: Europe in the World,49,3.25,0.0,40.8,16.3,8.2,12.2,8.2,4.1,0.0,2.0,2.0,0.0,0.0,6.1
1616,HIST 353: European History 1918 to 1939,79,3.58,8.9,48.1,16.5,8.9,6.3,3.8,0.0,1.3,3.8,0.0,1.3,1.3,0.0
1617,HIST 354: Twentieth Century Europe,55,3.33,7.3,45.5,21.8,3.6,3.6,1.8,3.6,0.0,1.8,1.8,0.0,0.0,9.1
1618,HIST 356: The Modern Balkans through Literature and Film,56,3.42,12.5,37.5,17.9,14.3,5.4,1.8,3.6,0.0,0.0,0.0,0.0,0.0,7.1
1619,HIST 357: Modern France,30,3.83,13.3,60.0,13.3,6.7,3.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1620,HIST 358: History Harvest: Collaborative Digital Public History,29,3.82,27.6,44.8,17.2,0.0,3.4,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621,HIST 364: The Science of Human Nature,25,3.32,4.0,24.0,20.0,24.0,16.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
1622,HIST 365: Fict & Historical Imagination,61,3.47,14.8,32.8,24.6,8.2,1.6,6.6,3.3,0.0,3.3,1.6,1.6,0.0,1.6
1623,HIST 367: History of Western Medicine,27,3.36,0.0,33.3,29.6,7.4,14.8,7.4,0.0,0.0,0.0,3.7,0.0,0.0,3.7
1624,HIST 370: Colonial America,30,3.63,6.7,63.3,13.3,6.7,3.3,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.3
1625,HIST 371: The American Revolution,55,3.46,7.3,47.3,7.3,12.7,9.1,5.5,3.6,1.8,1.8,0.0,1.8,0.0,1.8
1626,"HIST 372: America's Republic, 1780-1880",35,3.59,60.0,17.1,2.9,2.9,5.7,2.9,0.0,2.9,0.0,0.0,0.0,0.0,5.7
1627,HIST 374: Civil War and Reconstruction,96,3.46,18.8,41.7,13.5,6.2,6.2,0.0,1.0,2.1,2.1,1.0,3.1,0.0,4.2
1628,HIST 381: Urban History,86,3.4,9.3,39.5,15.1,9.3,9.3,2.3,1.2,5.8,4.7,0.0,1.2,1.2,1.2
1629,HIST 390: Integration & American Sports,57,3.59,3.5,45.6,29.8,8.8,3.5,0.0,1.8,1.8,0.0,0.0,5.3,0.0,0.0
1630,HIST 392: The 1960s in the U.S.,90,3.71,16.7,46.7,16.7,8.9,5.6,2.2,0.0,1.1,0.0,0.0,2.2,0.0,0.0
1631,HIST 394: Hidden Political Figures,54,3.61,24.1,35.2,16.7,7.4,7.4,0.0,3.7,1.9,1.9,0.0,0.0,0.0,1.9
1632,"HIST 400: War, Soc, Politics, & Culture",24,3.07,0.0,41.7,16.7,8.3,4.2,8.3,4.2,0.0,4.2,0.0,0.0,0.0,12.5
1633,HIST 405: History of Brazil from 1808,26,3.67,3.8,50.0,30.8,3.8,0.0,3.8,0.0,7.7,0.0,0.0,0.0,0.0,0.0
1634,HIST 427: Twentieth-Century Japan,22,3.59,0.0,59.1,13.6,13.6,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
1635,HIST 440: Roman Republic to 44 B C,22,3.92,18.2,68.2,9.1,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636,HIST 462: Soviet Union Since 1917,47,3.29,0.0,25.5,23.4,19.1,17.0,4.3,4.3,0.0,2.1,0.0,0.0,2.1,2.1
1637,HIST 488: The American Political Divide,21,3.06,4.8,28.6,14.3,4.8,23.8,4.8,4.8,4.8,0.0,0.0,0.0,0.0,9.5
1638,HK 100: Walking & Movement Wellness,28,3.95,0.0,96.4,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639,HK 100: Weight Training I,26,3.58,0.0,76.9,0.0,0.0,11.5,0.0,0.0,7.7,0.0,0.0,0.0,0.0,3.8
1640,HK 100: YOGA,55,3.95,0.0,96.4,0.0,0.0,1.8,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0
1641,HK 103: Badminton,84,3.93,9.5,82.1,3.6,1.2,2.4,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0
1642,HK 106: Basketball,49,3.86,42.9,46.9,2.0,2.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1643,HK 106: Volleyball,70,3.93,48.6,48.6,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,1.4,0.0,0.0
1644,HK 109: Stress Management,510,3.8,64.1,15.9,8.0,3.9,2.0,2.4,1.4,0.2,0.6,0.2,0.2,0.4,0.8
1645,HK 111: Introduction to Public Health,730,3.71,53.4,27.4,5.9,2.2,2.6,1.5,1.0,1.6,0.5,0.0,0.5,0.0,3.3
1646,HK 141: Contemporary Issues in Sport,39,3.91,61.5,23.1,5.1,7.7,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1647,"HK 154: Physical Activity, Nutrition, and Health",330,3.65,4.5,65.8,9.1,3.6,7.6,2.4,0.6,3.0,0.6,0.3,0.6,0.0,1.8
1648,HK 171: Survey of Interdisc Health,161,3.75,62.7,16.1,12.4,0.6,1.9,1.2,0.0,0.6,0.0,0.6,0.6,0.6,2.5
1649,HK 200: Mental Health Issues,211,3.5,0.0,55.9,14.2,8.5,8.5,3.3,2.4,1.9,0.5,0.5,0.5,0.0,3.8
1650,HK 204: Drug Use and Misuse,199,3.72,0.0,83.4,0.0,0.0,10.6,0.0,0.0,2.5,0.0,0.0,1.5,0.0,2.0
1651,HK 205: Human Sexuality,230,3.57,0.0,55.7,15.7,7.8,13.0,3.5,0.0,0.9,0.0,0.9,0.0,0.0,2.6
1652,HK 206: Health Care Systems,167,3.68,67.7,12.0,4.2,3.0,4.2,1.2,1.8,0.6,1.8,0.0,0.0,0.0,3.6
1653,HK 207: Introduction to Epidemiology,289,3.77,26.3,47.4,9.7,5.5,5.5,1.7,1.0,1.7,0.0,0.0,0.7,0.0,0.3
1654,HK 208: Introduction to Medical Ethics,1386,3.83,0.0,91.8,0.0,0.0,4.5,0.0,0.0,1.0,0.0,0.0,0.6,0.0,2.2
1655,HK 209: Introduction to Biostatistics and Health Data Analysis,68,3.7,51.5,33.8,0.0,2.9,1.5,2.9,0.0,1.5,0.0,2.9,0.0,0.0,2.9
1656,HK 243: Sport & Modern Society,134,3.59,47.0,20.9,13.4,4.5,0.7,4.5,2.2,0.0,0.0,1.5,1.5,0.7,3.0
1657,HK 250: Motor Development and Control,114,3.42,11.4,27.2,16.7,17.5,9.6,9.6,2.6,1.8,1.8,0.9,0.0,0.0,0.9
1658,"HK 262: Motor Develop, Growth & Form",35,3.52,0.0,45.7,22.9,0.0,20.0,2.9,5.7,0.0,2.9,0.0,0.0,0.0,0.0
1659,HK 263: Children's Movement,64,3.82,45.3,29.7,15.6,3.1,1.6,1.6,0.0,1.6,1.6,0.0,0.0,0.0,0.0
1660,HK 271: Health Equity in the United States,872,3.72,56.4,20.9,8.7,2.1,3.1,2.8,0.7,1.6,1.1,0.3,0.3,0.2,1.7
1661,HK 305: Community Health Organizations,43,3.67,30.2,39.5,4.7,4.7,9.3,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0
1662,HK 350: Fitness Testing and Ex Prescription,21,3.81,9.5,66.7,0.0,14.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1663,HK 352: Bioenergetics of Movement,89,2.94,2.2,30.3,0.0,0.0,42.7,0.0,0.0,12.4,0.0,0.0,11.2,0.0,1.1
1664,HK 408: Environmental Health,210,3.8,59.0,23.8,7.1,3.3,1.4,0.5,1.0,1.0,0.5,0.0,0.5,0.0,1.9
1665,HK 409: Women's Health,62,3.91,51.6,32.3,9.7,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1666,HK 410: Public Health Practice,112,3.82,70.5,14.3,3.6,4.5,2.7,0.9,0.0,0.0,1.8,0.0,0.9,0.9,0.0
1667,HK 414: International Health,28,3.81,89.3,3.6,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.6
1668,HK 420: Community Health Assessment and Planning,53,3.57,28.3,20.8,24.5,9.4,3.8,9.4,0.0,0.0,0.0,0.0,1.9,1.9,0.0
1669,"HK 442: Body, Culture & Society",278,3.77,69.8,10.8,7.2,4.3,0.7,2.9,1.4,0.0,0.0,0.0,0.7,0.0,2.2
1670,HK 532: Cultural Competence in Public Health,29,3.92,48.3,37.9,3.4,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671,HORT 100: Introduction to Horticulture,574,3.41,11.8,37.8,12.9,9.4,9.4,5.6,3.0,3.1,2.4,1.0,1.4,0.5,1.6
1672,HORT 105: Vegetable Gardening,108,3.92,70.4,17.6,7.4,0.9,1.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0
1673,HORT 180: Medicinal Plants and Herbology,29,3.48,62.1,20.7,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,6.9,0.0,6.9
1674,HORT 223: The Intelligent Behavior of Plants,60,3.44,11.7,43.3,10.0,8.3,13.3,3.3,3.3,0.0,0.0,0.0,3.3,0.0,3.3
1675,HORT 341: Greenhouse Mgmt and Production,138,3.46,13.0,34.8,17.4,10.1,7.2,8.7,2.9,1.4,0.0,0.0,0.0,4.3,0.0
1676,HORT 361: Small Fruit Production,53,3.49,15.1,28.3,18.9,13.2,17.0,1.9,1.9,0.0,0.0,0.0,1.9,0.0,1.9
1677,HORT 430: Children and Nature,211,3.51,41.2,22.7,7.1,9.5,5.7,2.4,3.8,1.4,0.5,0.9,0.0,0.5,4.3
1678,HRD 411: Instructional and Training System Design,77,3.08,0.0,62.3,7.8,5.2,0.0,2.6,0.0,0.0,2.6,0.0,1.3,0.0,18.2
1679,HRD 414: Facilitation Skills,21,3.49,71.4,0.0,0.0,9.5,0.0,4.8,0.0,0.0,9.5,0.0,0.0,4.8,0.0
1680,HRD 472: Learning Technologies,115,3.29,78.3,0.9,0.0,2.6,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.0,16.5
1681,HRD 530: Organization Development,44,3.91,43.2,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
1682,HRD 532: Strategic Human Resource Development,30,3.8,0.0,43.3,53.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,HRD 534: Economics of Human Resources,35,3.6,8.6,34.3,25.7,8.6,14.3,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684,HRD 550: Adult and Professional Education,30,3.86,0.0,70.0,23.3,3.3,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,HRD 572: eLearning Ecologies,53,3.92,73.6,9.4,13.2,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,IB 100: Biology in Today's World,692,3.48,23.8,41.8,10.5,4.0,3.3,3.6,2.3,1.6,1.6,1.0,0.4,0.6,5.3
1687,IB 103: Introduction to Plant Biology,476,3.14,5.5,31.3,0.0,16.8,17.6,5.9,7.6,7.8,2.3,1.9,2.3,0.8,0.2
1688,IB 104: Animal Biology,359,3.11,6.1,15.9,19.2,15.9,13.1,12.5,5.0,3.1,3.9,1.1,0.3,1.7,2.2
1689,IB 105: Environmental Biology,97,2.98,26.8,23.7,5.2,7.2,7.2,5.2,2.1,3.1,2.1,0.0,3.1,0.0,14.4
1690,IB 150: Organismal & Evolutionary Biol,171,2.99,2.9,22.2,8.8,12.3,19.3,6.4,6.4,12.3,3.5,2.9,1.2,0.0,1.8
1691,IB 151: Organismal & Evol Biol Lab,159,3.34,4.4,34.6,15.7,9.4,17.6,3.8,3.8,6.3,1.3,1.9,0.0,0.0,1.3
1692,IB 199: IB 150 Merit Special Discussio,54,3.87,0.0,92.6,0.0,0.0,3.7,0.0,0.0,1.9,0.0,0.0,1.9,0.0,0.0
1693,IB 199: IB150 AAP Skills Session,56,3.79,0.0,89.3,0.0,0.0,3.6,0.0,0.0,3.6,0.0,0.0,3.6,0.0,0.0
1694,IB 199: IB150 Special Discussion,67,3.96,0.0,97.0,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
1695,IB 199: Undergraduate Open Seminar,174,3.79,0.0,89.7,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.3
1696,IB 202: Physiology,1616,3.72,0.0,76.9,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.6,0.0,0.5
1697,IB 203: Ecology,43,3.5,0.0,44.2,18.6,11.6,16.3,0.0,7.0,0.0,0.0,0.0,0.0,2.3,0.0
1698,IB 204: Genetics,240,3.05,0.4,21.7,11.7,9.2,29.6,5.8,5.4,7.9,5.4,0.0,0.8,0.8,1.2
1699,IB 210: The Biology of Sex: From Molecules to Societies,41,3.77,61.0,24.4,0.0,4.9,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0
1700,IB 270: Evolution of Molecules & Cells,100,3.46,0.0,28.0,30.0,14.0,20.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
1701,IB 271: Organismal Biology,46,3.88,21.7,52.2,19.6,4.3,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,IB 299: Undergraduate Special Course,46,3.96,0.0,95.7,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,IB 302: Evolution,974,3.2,6.6,27.5,12.2,8.0,22.5,3.3,2.5,13.4,0.5,0.4,2.1,0.1,0.9
1704,IB 303: Anatomy,360,3.01,0.0,23.9,15.0,9.2,18.3,8.3,4.7,9.7,2.8,2.8,4.2,0.0,1.1
1705,IB 329: Animal Behavior,1064,3.45,0.0,58.6,0.0,0.0,30.5,0.0,0.0,8.9,0.0,0.0,1.7,0.0,0.3
1706,IB 335: Plant Systematics,170,3.07,8.8,33.5,2.4,3.5,21.8,1.8,6.5,13.5,0.6,1.2,2.4,0.6,3.5
1707,IB 360: Evolution and Human Health,509,3.93,8.3,83.9,1.8,2.4,2.4,0.0,0.2,0.8,0.4,0.0,0.0,0.0,0.0
1708,IB 361: Ecology and Human Health,539,3.69,10.6,48.4,21.2,7.8,5.2,3.3,0.9,0.9,0.4,0.6,0.0,0.0,0.7
1709,IB 392: Translating Your IB Degree Into Career Success,44,3.95,0.0,97.7,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0
1710,IB 405: Evolution of Traits and Genomes,69,3.72,5.8,66.7,5.8,7.2,10.1,0.0,1.4,1.4,0.0,0.0,0.0,0.0,1.4
1711,IB 420: Plant Physiology,130,3.35,0.0,29.2,27.7,13.8,9.2,12.3,1.5,1.5,0.0,0.0,3.1,0.0,1.5
1712,IB 426: Env and Evol Physl of Animals,23,3.04,8.7,13.0,0.0,8.7,39.1,13.0,8.7,4.3,4.3,0.0,0.0,0.0,0.0
1713,IB 432: Genes and Behavior,317,3.85,13.6,73.5,0.0,0.6,10.4,0.0,0.3,0.9,0.0,0.0,0.3,0.0,0.3
1714,IB 433: Insect Physiology,22,3.92,27.3,59.1,9.1,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1715,IB 434: Physical Principles in Biology,42,3.79,0.0,71.4,14.3,0.0,9.5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,IB 435: Critical Evaluation of Herbal Remedies,221,3.84,0.0,90.0,0.0,0.0,7.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.8
1717,IB 439: Biogeography,57,3.65,43.9,24.6,8.8,7.0,3.5,3.5,0.0,7.0,0.0,0.0,1.8,0.0,0.0
1718,IB 451: Conservation Biology,200,3.72,26.0,38.5,16.5,6.0,7.0,3.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0
1719,IB 452: Ecosystem Ecology,123,3.88,31.7,52.8,8.1,1.6,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
1720,IB 453: Community Ecology,75,3.65,18.7,38.7,18.7,9.3,6.7,4.0,1.3,0.0,1.3,0.0,0.0,0.0,1.3
1721,IB 461: Ornithology,113,3.58,33.6,25.7,12.4,8.0,5.3,4.4,4.4,2.7,1.8,0.9,0.9,0.0,0.0
1722,IB 462: Mammalogy,57,3.49,8.8,33.3,24.6,10.5,7.0,5.3,3.5,3.5,1.8,1.8,0.0,0.0,0.0
1723,IB 464: Herpetology,23,3.45,13.0,26.1,17.4,8.7,17.4,13.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0
1724,IB 468: Insect Classification and Evol,23,3.68,17.4,39.1,13.0,17.4,8.7,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0
1725,IB 471: Fungal Diversity and Ecology,96,3.83,16.7,45.8,29.2,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,IB 481: Vector-borne Diseases,21,3.9,33.3,52.4,4.8,4.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1727,IB 494: Theoretical Biology + Models,96,3.56,13.5,36.5,12.5,12.5,14.6,7.3,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1728,IB 496: Analysis of Biological Data in,58,3.94,25.9,65.5,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729,IB 501: Programming for Genomics,80,3.63,0.0,62.5,13.8,7.5,7.5,2.5,0.0,0.0,2.5,2.5,0.0,1.2,0.0
1730,IE 300: Analysis of Data,909,2.84,2.9,13.1,12.3,9.9,20.1,10.8,9.0,8.7,4.4,2.8,2.9,1.0,2.2
1731,IE 310: Deterministic Models in Optimization,724,3.53,5.5,39.5,21.1,12.8,9.5,5.4,2.1,1.7,0.6,0.0,0.0,0.1,1.7
1732,IE 330: Industrial Quality Control,86,2.69,4.7,11.6,10.5,9.3,11.6,10.5,12.8,10.5,7.0,4.7,1.2,3.5,2.3
1733,IE 340: Human Factors,321,3.68,0.9,71.3,0.0,0.0,24.6,0.0,0.0,2.2,0.0,0.0,0.9,0.0,0.0
1734,IE 361: Production Planning & Control,310,3.34,3.9,19.0,25.2,15.5,19.7,8.1,3.5,4.2,1.0,0.0,0.0,0.0,0.0
1735,IE 370: Stochastic Processes and Applications,315,2.98,2.5,21.3,14.6,11.1,8.6,12.1,7.9,8.9,8.3,1.3,1.9,1.0,0.6
1736,IE 371: Simulation Modeling with Applications for Industrial Engineering,151,3.62,0.0,62.3,7.3,13.9,5.3,4.6,2.0,0.7,3.3,0.0,0.7,0.0,0.0
1737,IE 398: Simulation,144,3.41,0.0,38.9,14.6,14.6,18.8,1.4,2.8,6.9,2.1,0.0,0.0,0.0,0.0
1738,IE 400: Design & Anlys of Experiments,84,3.67,0.0,66.7,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
