,course,num_students,avg_gpa,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
3317,"RST 255: Ethical Issues in Recreation, Sport and Tourism",873,3.13,0.0,49.7,0.0,0.0,30.4,0.0,0.0,9.0,0.0,0.0,4.6,0.0,6.3
3318,"RST 260: Disability in Recreation, Sport and Tourism",490,3.25,33.3,20.4,9.4,6.7,6.5,4.1,4.3,3.7,1.6,0.8,1.2,1.0,6.9
3319,RST 301: Sport Brand Management,126,3.36,11.9,28.6,9.5,20.6,14.3,4.0,4.0,0.0,2.4,0.8,2.4,0.0,1.6
3320,"RST 316: Human Development and Recreation, Sport and Tourism",909,3.33,12.4,27.0,20.1,10.6,10.0,6.7,3.3,3.6,1.2,0.6,0.8,0.6,3.2
3321,"RST 325: Marketing in Recreation, Sport and Tourism",726,3.16,10.6,18.5,17.2,11.6,13.4,10.5,5.1,5.9,2.8,0.3,1.1,1.0,2.2
3322,RST 335: Leisure and Consumer Culture,2459,3.53,37.9,26.6,11.6,6.3,3.9,3.5,2.2,0.8,1.4,0.5,0.6,0.4,4.4
3323,"RST 340: Facility Management in Recreation, Sport and Tourism",417,3.77,55.6,20.4,7.2,5.0,4.8,2.9,0.7,1.9,1.0,0.0,0.0,0.2,0.2
3324,RST 350: Tourism and Culture,78,3.9,66.7,21.8,3.8,1.3,5.1,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0
3325,RST 354: Legal Aspects of Sport,435,3.31,4.8,24.4,25.5,6.7,17.5,10.1,3.0,4.6,0.9,0.5,0.0,0.5,1.6
3326,"RST 360: Communication in Recreation, Sport & Tourism",163,3.53,19.6,35.6,15.3,8.0,6.7,3.7,3.1,4.3,1.2,0.0,1.8,0.0,0.6
3327,RST 370: Research Methods & Analysis,450,3.58,11.3,45.8,6.4,14.7,13.3,1.8,3.1,2.0,0.0,0.9,0.2,0.0,0.4
3328,RST 407: Sport Analytics: Data-Driven Decision Making,24,3.49,4.2,33.3,33.3,8.3,8.3,0.0,0.0,8.3,4.2,0.0,0.0,0.0,0.0
3329,"RST 410: Strategic Management in Recreation, Sport and Tourism",142,3.43,4.9,36.6,18.3,12.7,10.6,6.3,3.5,2.8,1.4,0.7,0.7,0.7,0.7
3330,"RST 410: Strategic Thinking in Recreation, Sport and Tourism",216,3.17,1.4,17.6,22.2,15.7,18.1,11.6,3.2,5.6,0.9,0.0,1.4,0.9,1.4
3331,"RST 429: Contemporary Issues in Recreation, Sport and Tourism",509,3.24,1.6,36.0,13.9,12.6,16.5,2.9,3.1,4.7,1.6,0.8,1.8,1.2,3.3
3332,RST 430: Sport & Development,466,3.31,10.3,19.1,22.3,14.4,13.3,6.9,5.8,3.9,0.9,0.9,0.9,0.6,0.9
3333,RST 440: HR Management in RST,202,3.38,0.0,54.0,4.0,3.0,24.3,2.0,1.5,6.4,0.0,0.0,3.5,0.0,1.5
3334,"RST 460: Event Management in Recreation, Sport and Tourism",474,3.48,10.5,34.6,23.8,9.1,8.6,3.4,3.8,1.5,0.6,0.6,0.8,0.6,1.9
3335,"RST 465: Event Implementation and Evaluation in Recreation, Sport and Tourism",404,3.59,26.5,31.7,16.6,5.0,7.2,5.4,2.5,1.2,2.2,0.0,0.5,0.0,1.2
3336,RST 480: Orientation to Internship,477,3.48,28.3,33.1,6.7,3.6,12.2,4.4,2.9,1.7,2.5,1.7,1.3,0.0,1.7
3337,"RST 501: Foundations and Current Issues in Recreation, Sport & Tourism",47,3.82,42.6,46.8,0.0,2.1,4.3,0.0,2.1,0.0,0.0,0.0,0.0,0.0,2.1
3338,RST 515: Marketing in RST,51,3.7,52.9,15.7,15.7,2.0,7.8,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
3339,RST 519: Strategic Management in RST,25,3.35,40.0,24.0,4.0,4.0,4.0,0.0,12.0,0.0,4.0,0.0,4.0,0.0,4.0
3340,RUSS 115: Intro to Russian Culture,27,3.68,22.2,37.0,11.1,11.1,11.1,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3341,RUSS 122: Russia and Black America,112,3.5,12.5,47.3,11.6,1.8,13.4,5.4,1.8,0.9,0.0,0.0,1.8,0.0,3.6
3342,RUSS 201: Second-Year Russian I,23,3.36,39.1,17.4,4.3,0.0,13.0,17.4,0.0,4.3,0.0,0.0,0.0,0.0,4.3
3343,RUSS 220: Golden Age of Russian Literature,23,3.59,13.0,43.5,17.4,4.3,13.0,4.3,0.0,0.0,0.0,0.0,4.3,0.0,0.0
3344,RUSS 322: Dostoevsky,34,3.83,23.5,47.1,23.5,2.9,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0
3345,RUSS 323: Tolstoy,43,3.51,14.0,60.5,9.3,0.0,4.7,0.0,2.3,0.0,0.0,0.0,0.0,0.0,9.3
3346,SBC 500: Strategic Brand Communication Essentials,171,3.71,0.6,71.3,9.4,4.1,4.7,3.5,1.8,2.9,0.6,0.0,0.6,0.0,0.6
3347,SBC 501: Strategic Branding: Global Perspectives,166,3.72,28.9,37.3,15.7,7.8,3.0,3.6,1.2,0.0,0.0,1.2,0.0,0.0,1.2
3348,SBC 502: Entrepreneurship in Business,96,3.57,22.9,36.5,18.8,6.2,1.0,6.2,3.1,0.0,0.0,1.0,1.0,0.0,3.1
3349,SBC 502: Essentials of Business Management,66,3.61,12.1,34.8,27.3,9.1,4.5,6.1,1.5,4.5,0.0,0.0,0.0,0.0,0.0
3350,SBC 503: Consumer Insights I,159,3.61,39.0,20.1,15.1,10.7,3.1,6.3,1.9,0.6,0.0,0.6,0.6,0.0,1.9
3351,SBC 504: Managing Projects & Teams,199,3.65,32.2,26.6,18.1,10.1,4.0,4.5,1.5,0.5,0.0,0.5,0.0,0.5,1.5
3352,SBC 505: Consumer Insights II,117,3.8,34.2,30.8,21.4,8.5,1.7,2.6,0.0,0.9,0.0,0.0,0.0,0.0,0.0
3353,SBC 506: Measurement and Evaluation,198,3.53,39.4,16.2,11.1,8.1,10.1,5.1,5.1,1.0,2.5,0.5,0.0,0.5,0.5
3354,SBC 508: Promotional Strategy,56,3.66,8.9,44.6,25.0,10.7,3.6,3.6,1.8,0.0,0.0,0.0,0.0,0.0,1.8
3355,SBC 509: Digital Media and Brand Reputation Management,25,3.72,52.0,32.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3356,SBC 510: Messaging Strategy,126,3.78,58.7,15.9,7.9,9.5,4.0,0.0,2.4,0.8,0.0,0.0,0.0,0.0,0.8
3357,SBC 511: Strategic Analytics & Data Visual,132,3.58,57.6,14.4,7.6,2.3,6.1,4.5,0.8,0.8,0.0,0.0,1.5,0.0,4.5
3358,SBC 512: Professional SBC Capstone Project,155,3.95,88.4,5.8,0.0,4.5,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
3359,"SCAN 215: Madness, Myth, and Murder",45,3.47,8.9,26.7,22.2,15.6,15.6,2.2,2.2,6.7,0.0,0.0,0.0,0.0,0.0
3360,SCAN 225: Vikings to Volvos: Scandinavia,77,3.36,2.6,33.8,22.1,9.1,16.9,3.9,3.9,3.9,0.0,0.0,1.3,0.0,2.6
3361,SCAN 251: Viking Mythology,960,3.77,29.4,43.5,11.7,6.6,3.9,1.9,0.6,0.7,0.2,0.0,0.2,0.4,0.9
3362,SCAN 252: Viking Sagas in Translation,60,3.77,23.3,41.7,18.3,5.0,6.7,3.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0
3363,SE 100: Introduction to ISE,575,3.89,53.2,34.8,5.4,3.3,0.7,0.3,0.0,0.7,0.7,0.0,0.2,0.3,0.3
3364,SE 101: Engineering Graphics & Design,737,3.39,0.7,32.4,24.0,15.6,12.2,4.7,3.8,2.2,1.6,0.9,0.1,0.3,1.4
3365,SE 261: Business Side of Engineering,629,3.28,0.2,31.5,14.1,10.5,26.9,5.6,2.4,4.8,0.6,1.0,1.3,0.0,1.3
3366,SE 310: Design of Structures and Mechanisms,293,3.41,11.3,19.5,28.0,18.1,9.6,5.5,2.4,3.1,0.3,0.0,0.0,0.0,2.4
3367,SE 311: Engineering Design Analysis,295,2.95,14.9,11.5,12.5,6.8,16.6,11.9,5.1,9.8,0.0,0.0,7.1,1.4,2.4
3368,SE 312: Instrumentation and Test Lab,300,2.95,9.3,22.0,3.0,14.7,14.3,10.3,6.3,7.0,1.7,1.7,2.0,5.0,2.7
3369,SE 320: Control Systems,296,3.26,15.9,23.3,13.2,10.5,11.8,7.4,6.1,4.1,3.4,0.0,1.7,1.4,1.4
3370,SE 361: Emotional Intelligence Skills,83,3.51,0.0,60.2,13.3,9.6,3.6,1.2,3.6,0.0,1.2,0.0,4.8,0.0,2.4
3371,SE 400: Engineering Law,420,3.52,0.0,27.9,35.2,18.8,10.5,3.8,1.4,1.0,1.0,0.2,0.2,0.0,0.0
3372,SE 402: Comp-Aided Product Realization,46,3.9,10.9,69.6,13.0,2.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3373,SE 410: Component Design,161,3.3,4.3,26.7,13.7,14.3,19.3,9.3,8.1,1.9,1.2,0.0,0.6,0.0,0.6
3374,SE 411: Reliability Engineering,71,3.65,14.1,31.0,26.8,11.3,11.3,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3375,SE 412: Nondestructive Evaluation,23,3.33,17.4,13.0,13.0,17.4,26.1,8.7,0.0,0.0,0.0,0.0,4.3,0.0,0.0
3376,SE 413: Engineering Design Optimization,133,3.37,4.5,39.1,18.8,8.3,9.0,3.0,5.3,4.5,3.8,0.8,2.3,0.8,0.0
3377,SE 420: Digital Control Systems,46,3.43,26.1,21.7,15.2,8.7,8.7,4.3,4.3,6.5,0.0,4.3,0.0,0.0,0.0
3378,SE 422: Robot Dynamics and Control,166,3.61,12.0,44.6,15.7,9.6,8.4,3.6,1.8,1.8,0.6,0.0,0.6,0.6,0.6
3379,SE 423: Mechatronics,167,3.77,20.4,53.3,6.0,8.4,8.4,2.4,0.0,0.0,0.0,0.0,1.2,0.0,0.0
3380,SE 424: State Space Design for Control,305,3.14,5.9,20.0,10.5,13.1,19.7,14.4,5.6,6.2,2.6,0.3,0.3,0.3,1.0
3381,SE 450: Decision Analysis I,151,3.42,7.3,22.5,25.2,20.5,11.9,3.3,3.3,3.3,1.3,0.7,0.0,0.0,0.7
3382,SE 494: Senior Engineering Project I,644,3.78,6.2,54.8,20.0,10.6,7.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3383,SE 495: Senior Engineering Project II,726,3.85,16.0,58.0,14.9,5.6,3.7,1.2,0.0,0.4,0.0,0.0,0.1,0.0,0.0
3384,"SHS 120: Child, Comm, & Lang Ability",2372,3.46,0.0,65.3,0.0,0.0,23.9,0.0,0.0,5.8,0.0,0.0,1.3,0.0,3.7
3385,SHS 121: American Sign Language I,467,3.54,36.4,23.8,10.5,6.6,9.6,3.0,2.6,2.1,1.7,0.9,1.1,0.0,1.7
3386,SHS 170: Intro Hum Comm Sys & Disorders,1031,3.75,17.4,51.8,13.4,7.7,3.8,2.3,1.5,0.8,0.3,0.3,0.4,0.0,0.5
3387,SHS 200: General Phonetics,371,3.61,31.5,25.6,14.3,9.2,7.3,6.5,1.9,1.3,1.3,0.5,0.3,0.0,0.3
3388,SHS 221: American Sign Language II,395,3.27,28.9,19.7,9.9,6.8,10.9,7.1,3.0,2.8,2.8,1.8,2.0,0.5,3.8
3389,SHS 222: Language & Culture of Deaf Communities,4357,3.9,46.5,41.2,6.5,2.3,1.4,0.7,0.4,0.3,0.1,0.1,0.1,0.0,0.3
3390,SHS 240: Intro Sound & Hearing Science,352,3.65,15.1,48.6,13.1,4.8,9.4,3.4,0.9,3.4,0.0,0.3,0.0,0.6,0.6
3391,SHS 271: Communication and Aging,568,3.66,22.2,28.0,28.3,8.8,7.0,2.5,0.5,0.7,0.5,0.7,0.0,0.4,0.4
3392,SHS 280: Communication Neuroscience,281,3.15,10.3,10.7,19.2,16.0,13.2,14.2,6.4,2.5,4.6,1.1,0.7,0.4,0.7
3393,SHS 300: Anat & Physiol Spch Mechanism,328,3.35,20.4,18.3,17.7,12.8,10.4,9.1,2.1,1.8,2.4,2.1,1.2,0.6,0.9
3394,SHS 301: General Speech Science,280,3.53,23.9,21.8,20.0,13.6,7.5,5.7,3.6,1.4,0.7,1.1,0.0,0.7,0.0
3395,SHS 320: Development of Spoken Language,660,3.69,25.8,41.8,11.1,5.8,7.6,2.7,0.9,2.3,0.0,0.6,1.1,0.2,0.3
3396,SHS 321: American Sign Language III,459,3.3,26.6,17.2,14.8,7.6,10.0,6.1,4.8,5.7,2.2,0.4,0.7,1.3,2.6
3397,SHS 333: Children with Neurodevelopmental Disorders Across Communication Contexts,204,3.79,16.2,58.8,12.3,3.9,4.4,1.0,0.5,1.5,0.5,0.0,0.0,0.0,1.0
3398,SHS 352: Hearing Health and Society,287,3.78,37.3,34.8,11.1,6.3,4.9,2.8,2.1,0.3,0.0,0.3,0.0,0.0,0.0
3399,SHS 380: Comm Competence and Disorders,375,3.81,31.2,46.4,9.3,4.0,5.1,1.6,1.1,0.3,0.0,0.0,0.0,0.5,0.5
3400,SHS 385: Evidence-Based Practice in Communication Sciences and Disorders,167,3.8,43.1,28.1,15.6,4.8,4.2,2.4,0.0,0.6,0.6,0.6,0.0,0.0,0.0
3401,SHS 385: Interpreting Clinical Research in Speech & Hearing Science,159,3.76,47.2,17.6,17.6,7.5,5.7,1.3,1.3,1.3,0.0,0.6,0.0,0.0,0.0
3402,SHS 410: Stuttering: Theory & Practice,24,3.76,16.7,41.7,20.8,12.5,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3403,SHS 427: Language and the Brain,171,3.35,25.1,21.1,19.9,8.8,6.4,5.8,1.8,0.6,2.9,1.2,0.6,1.8,4.1
3404,SHS 430: Devel & Disorders Phonol Artic,45,3.91,2.2,88.9,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3405,SHS 431: Lang Disorders Preschool Child,55,3.91,1.8,80.0,10.9,5.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3406,SHS 431: Language Disorders in Preschool Children,67,3.7,0.0,46.3,29.9,13.4,7.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3407,SHS 433: Children with Neurodevelopmental Disorders Across Communication Contexts,32,3.57,25.0,37.5,3.1,9.4,12.5,9.4,0.0,0.0,0.0,0.0,0.0,3.1,0.0
3408,SHS 450: Intro Audiol & Hear Disorders,326,3.43,16.6,31.3,9.8,11.3,15.3,3.4,2.1,7.1,0.6,1.2,0.6,0.6,0.0
3409,SHS 451: Aural Rehab Children to Adults,302,3.74,49.0,16.6,16.9,7.6,5.0,1.3,2.0,0.7,0.0,0.3,0.0,0.0,0.7
3410,SHS 470: Neural Bases Spch Lang,62,3.78,0.0,64.5,17.7,8.1,6.5,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3411,SHS 473: Augmentative & Alt Comm,280,3.8,29.6,42.1,14.3,6.1,4.3,1.8,0.4,0.7,0.4,0.0,0.0,0.0,0.4
3412,SHS 475: Prepracticum in SHS,35,3.94,0.0,94.3,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3413,SHS 475: Prepracticum in SLP,116,3.84,0.0,88.8,0.0,0.0,6.9,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0
3414,SHS 480: Understanding Disability and Assistive Technology,96,3.73,0.0,75.0,13.5,3.1,3.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.1
3415,SHS 481: Creating and Procuring Accessible Electronic Materials,26,3.73,0.0,76.9,11.5,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0
3416,SHS 482: Designing Universally Accessible Web Resources,29,3.59,0.0,75.9,6.9,0.0,6.9,0.0,0.0,0.0,0.0,6.9,0.0,0.0,3.4
3417,SHS 511: Assessment and Management of Voice Disorders,31,3.8,6.5,58.1,22.6,9.7,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0
3418,SHS 513: Assessment and Management of Dysphagia,47,3.8,10.6,51.1,21.3,12.8,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3419,SHS 514: Motor Speech Disorders,46,3.83,28.3,39.1,21.7,6.5,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3420,SHS 532: Language Disorders & Literacy in School-Age Children & Youth,24,3.86,0.0,79.2,12.5,0.0,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3421,SHS 533: Approaches to Language Diagnostics and Clinical Reasoning,24,3.96,0.0,95.8,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3422,SHS 534: Aphasia and Related Disorders,101,3.82,5.0,56.4,29.7,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3423,SHS 535: Cognitive Communication Disorders,47,3.97,53.2,42.6,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3424,SHS 570: Evidence-Based Practice in Audiology & Speech-Language Pathology,108,3.84,21.3,46.3,22.2,7.4,0.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3425,SHS 570: Quant Reasoning Spch Hear Sci,37,3.81,0.0,67.6,16.2,8.1,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3426,SHS 572: Counseling in Comm Disorders,38,3.97,73.7,23.7,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3427,SHS 574: Communication in Individuals with Autism Spectrum Disorders,85,3.77,16.5,44.7,21.2,9.4,7.1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0
3428,SHS 576: School Intrnshp Spch-Lang Path,31,3.75,48.4,22.6,9.7,6.5,6.5,3.2,0.0,3.2,0.0,0.0,0.0,0.0,0.0
3429,SHS 577: Advanced Practicum in SHS,21,3.94,47.6,42.9,4.8,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3430,SHS 577: Advanced practicum in SLP,64,3.92,37.5,43.8,12.5,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3431,SHS 578: Medical Methods in Speech-Language Pathology,56,3.9,66.1,23.2,7.1,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
3432,SLAV 117: Russ & E Euro Science Fiction,72,3.51,0.0,65.3,8.3,2.8,9.7,4.2,1.4,2.8,0.0,0.0,0.0,1.4,4.2
3433,SLCL 110: Introduction to Intercultural Competence,24,3.93,12.5,75.0,8.3,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3434,SLCL 200: Lang&Cultures of Mediterranean,36,3.77,13.9,63.9,8.3,0.0,8.3,0.0,0.0,2.8,2.8,0.0,0.0,0.0,0.0
3435,SOC 100: Introduction to Sociology,5962,3.53,8.8,42.7,19.6,9.1,6.8,3.9,1.9,3.2,1.0,0.2,1.2,0.1,1.5
3436,SOC 101: Sociology of Gender,209,3.48,14.4,45.0,13.9,5.3,8.6,2.4,1.0,1.0,1.9,0.5,1.4,0.5,4.3
3437,SOC 160: Global Ineq and Social Change,183,3.34,4.9,38.8,16.4,9.3,13.1,4.4,2.7,3.8,0.0,0.0,3.3,0.0,3.3
3438,SOC 161: Introduction to Poverty,111,3.6,0.9,55.0,19.8,6.3,7.2,4.5,0.9,1.8,0.9,0.0,1.8,0.0,0.9
3439,SOC 163: Social Problems,178,3.58,31.5,33.7,8.4,6.7,7.9,5.6,1.1,0.6,0.0,0.0,1.1,1.1,2.2
3440,"SOC 170: Integration, Assimilation and Multiculturalism: America's Immigrant Society",45,3.21,11.1,17.8,15.6,20.0,8.9,4.4,4.4,13.3,2.2,0.0,2.2,0.0,0.0
3441,SOC 179: Social Organization,31,3.28,0.0,54.8,9.7,9.7,9.7,3.2,0.0,0.0,0.0,0.0,3.2,0.0,9.7
3442,SOC 196: Intro US Law & Legal Instit,111,3.26,0.0,29.7,15.3,6.3,29.7,1.8,5.4,11.7,0.0,0.0,0.0,0.0,0.0
3443,SOC 196: Sociology of COVID,91,3.21,8.8,17.6,15.4,13.2,19.8,13.2,4.4,4.4,0.0,1.1,0.0,0.0,2.2
3444,SOC 196: Sociology of Food,21,3.6,9.5,76.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
3445,SOC 199: Career Dev for Sociology Major,80,3.73,53.8,17.5,13.7,2.5,8.7,0.0,0.0,1.2,0.0,0.0,0.0,0.0,2.5
3446,SOC 199: Career Development for Sociolo,26,3.68,53.8,19.2,0.0,7.7,11.5,3.8,0.0,0.0,0.0,3.8,0.0,0.0,0.0
3447,SOC 200: Introduction to Sociological Theory,523,3.3,17.6,29.1,15.5,8.6,9.0,3.1,4.6,3.1,1.3,1.1,1.5,0.8,4.8
3448,SOC 225: Race and Ethnicity,319,3.26,5.0,37.0,16.3,5.3,14.4,6.0,1.6,5.3,2.5,0.6,1.3,0.9,3.8
3449,SOC 226: Political Sociology,47,3.41,31.9,21.3,6.4,14.9,8.5,6.4,0.0,6.4,0.0,0.0,0.0,0.0,4.3
3450,SOC 230: The Sociology of Political Polarization: Bigots and Snowflakes,93,3.54,43.0,26.9,6.5,10.8,2.2,2.2,0.0,0.0,1.1,0.0,0.0,1.1,6.5
3451,SOC 270: Global Demography,63,2.86,7.9,14.3,9.5,11.1,14.3,11.1,6.3,12.7,3.2,1.6,3.2,3.2,1.6
3452,SOC 273: Social Perspectives on the Family,44,3.58,6.8,63.6,4.5,9.1,2.3,4.5,0.0,0.0,4.5,0.0,2.3,0.0,2.3
3453,"SOC 274: Health, Illness and Society",48,3.2,18.7,29.2,10.4,4.2,8.3,2.1,6.2,8.3,6.2,0.0,4.2,0.0,2.1
3454,SOC 275: Criminology,706,3.47,20.7,31.0,17.7,7.5,8.1,3.4,3.4,3.1,0.7,0.3,0.6,1.4,2.1
3455,SOC 280: Intro to Social Statistics,344,3.31,26.5,26.2,5.2,9.6,8.1,7.3,6.1,2.6,1.2,0.9,2.6,0.0,3.8
3456,SOC 310: Sociology of Deviance,370,3.78,58.9,18.1,10.5,3.8,2.4,1.4,1.4,1.1,0.5,0.8,0.0,0.3,0.8
3457,SOC 350: Technology and Society,216,3.47,3.2,46.3,17.1,8.3,13.0,3.7,0.9,2.3,0.0,0.0,2.8,0.5,1.9
3458,SOC 364: Impacts of Globalization,115,3.41,11.3,44.3,13.0,7.8,5.2,5.2,1.7,3.5,0.9,0.0,2.6,0.0,4.3
3459,SOC 373: Social Inequality,128,3.22,0.0,32.8,7.8,14.8,22.7,7.8,4.7,5.5,0.0,0.0,2.3,0.0,1.6
3460,SOC 375: Criminal Justice System,399,3.75,33.8,35.6,12.3,7.3,4.0,2.5,2.0,1.8,0.3,0.5,0.0,0.0,0.0
3461,SOC 378: Sociology of Law,200,3.57,0.0,60.5,12.0,8.5,7.0,2.5,2.0,2.0,2.5,1.0,0.5,1.0,0.5
3462,SOC 380: Social Research Methods,323,3.29,15.2,35.3,9.0,10.8,7.4,5.0,3.1,3.7,1.5,1.9,0.9,2.5,3.7
3463,SOC 396: Economic Sociology,38,3.14,18.4,23.7,10.5,10.5,10.5,0.0,5.3,7.9,5.3,2.6,0.0,0.0,5.3
3464,SOC 396: Health Communication in the US,29,2.15,17.2,6.9,3.4,0.0,6.9,13.8,10.3,3.4,6.9,0.0,3.4,3.4,24.1
3465,SOC 396: Law and the Commons,69,3.41,0.0,52.2,11.6,8.7,8.7,2.9,7.2,1.4,1.4,0.0,4.3,0.0,1.4
3466,SOC 396: Religion and Society,23,3.61,8.7,43.5,26.1,13.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
3467,SOC 400: Sociology Internship,69,3.79,56.5,23.2,5.8,4.3,1.4,2.9,2.9,2.9,0.0,0.0,0.0,0.0,0.0
3468,SOC 447: Environmental Sociology,27,3.2,7.4,59.3,0.0,3.7,3.7,0.0,3.7,3.7,0.0,7.4,3.7,0.0,7.4
3469,SOC 450: Senior Capstone Seminar,79,3.21,3.8,39.2,15.2,6.3,7.6,7.6,3.8,6.3,0.0,2.5,1.3,3.8,2.5
3470,SOC 470: Social Movements,48,3.49,6.2,50.0,8.3,12.5,8.3,6.2,0.0,2.1,2.1,0.0,2.1,0.0,2.1
3471,SOC 479: Law and Society,468,3.63,16.2,51.7,7.7,6.6,6.6,2.6,2.1,3.2,0.4,0.0,1.7,0.0,1.1
3472,SOC 495: Senior Honors Seminar,49,3.64,12.2,49.0,6.1,14.3,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3473,SOC 496: Gender. Sexuality & Law,58,3.09,17.2,17.2,17.2,6.9,6.9,6.9,3.4,10.3,6.9,0.0,3.4,3.4,0.0
3474,SOC 586: Adv Social Statistics I,21,3.7,0.0,57.1,9.5,19.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3475,SOCW 101: SOCW Orientation Seminar,246,3.57,17.1,48.8,11.0,3.7,4.1,3.3,2.8,5.3,0.4,0.8,0.8,0.4,1.6
3476,SOCW 200: Introduction to Social Work,643,3.19,3.1,23.0,22.7,17.0,14.3,5.9,2.5,2.2,1.9,0.5,1.1,0.9,5.0
3477,SOCW 225: Social Work Statistics,184,3.39,16.3,35.3,10.3,9.2,12.5,3.8,0.5,2.7,3.3,0.5,3.3,0.0,2.2
3478,SOCW 240: Death & Dying,282,3.47,4.6,44.0,19.5,10.6,4.6,4.6,5.3,1.8,0.7,1.8,0.0,0.7,1.8
3479,SOCW 297: Asian Families in America,337,3.77,11.3,66.8,7.1,5.3,3.9,1.5,0.6,1.5,0.0,0.3,0.6,0.0,1.2
3480,SOCW 300: Diversity: Identities & Issues,1181,3.6,10.8,52.9,11.3,7.7,7.2,2.7,1.7,1.7,0.3,0.4,0.6,0.7,2.0
3481,SOCW 315: Social Work Services for Older Adults,52,3.81,53.8,15.4,19.2,0.0,7.7,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3482,SOCW 321: Social Entre & Social Change,170,3.82,49.4,32.4,10.0,1.2,1.2,1.2,1.8,1.2,0.0,0.0,1.2,0.0,0.6
3483,SOCW 360: Social Work and the Military,262,3.72,26.7,44.3,13.0,4.2,3.4,4.2,0.8,1.5,0.0,0.0,0.0,0.4,1.5
3484,SOCW 370: Social Work and Disability Studies,244,3.84,13.1,69.7,6.1,3.3,4.5,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.8
3485,SOCW 380: Science Youth Violence Prev.,29,3.83,0.0,79.3,10.3,3.4,0.0,3.4,0.0,3.4,0.0,0.0,0.0,0.0,0.0
3486,SOCW 380: Sexual Health & Social Work,88,3.8,18.2,61.4,8.0,3.4,5.7,0.0,1.1,0.0,1.1,0.0,0.0,0.0,1.1
3487,SOCW 400: Generalist SW Practice Methods,141,3.83,13.5,65.2,7.8,1.4,9.9,1.4,0.0,0.7,0.0,0.0,0.0,0.0,0.0
3488,SOCW 401: Practice I,191,3.81,63.4,19.9,9.9,2.1,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,2.1
3489,SOCW 402: Practice II,118,3.59,1.7,57.6,11.9,5.9,13.6,1.7,0.8,5.1,0.8,0.0,0.0,0.0,0.8
3490,SOCW 403: Practice III,101,3.85,3.0,70.3,15.8,6.9,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3491,SOCW 404: Social Work Case Management Practice,66,3.69,10.6,65.2,6.1,4.5,3.0,6.1,0.0,0.0,0.0,0.0,3.0,0.0,1.5
