,course,num_students,avg_gpa,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
908,CLCV 116: The Roman Achievement,149,3.59,12.8,36.2,26.2,5.4,12.1,1.3,2.7,0.7,0.7,0.0,0.7,0.0,1.3
909,CLCV 120: Storytelling & Transformation,98,2.98,13.3,25.5,13.3,8.2,8.2,7.1,2.0,3.1,1.0,2.0,7.1,2.0,7.1
910,CLCV 120: The Classical Tradition,122,3.44,26.2,25.4,16.4,4.1,9.8,9.0,0.8,1.6,0.0,0.8,3.3,0.0,2.5
911,"CLCV 132: Class Archaeology, Rome-Italy",28,3.1,14.3,28.6,10.7,7.1,17.9,3.6,0.0,3.6,0.0,0.0,0.0,7.1,7.1
912,CLCV 133: Archaeology of Israel,80,3.81,38.8,50.0,2.5,1.2,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5
913,CLCV 160: Ancient Greek & Roman Religion,28,3.37,0.0,50.0,10.7,7.1,10.7,10.7,3.6,0.0,0.0,3.6,0.0,0.0,3.6
914,CLCV 220: Animals in Literature,46,2.41,2.2,6.5,23.9,13.0,4.3,8.7,6.5,4.3,6.5,0.0,4.3,0.0,19.6
915,CLCV 220: Exploring the Greek and Roman World,55,3.69,5.5,56.4,16.4,7.3,5.5,5.5,0.0,0.0,3.6,0.0,0.0,0.0,0.0
916,CLCV 220: Gre-Ro Antiq in Nativ Amer Lit,25,2.55,8.0,8.0,16.0,8.0,4.0,12.0,0.0,8.0,12.0,16.0,4.0,0.0,4.0
917,CLCV 220: Nightmares of Nero,94,3.47,21.3,35.1,13.8,10.6,8.5,2.1,0.0,2.1,0.0,0.0,0.0,0.0,6.4
918,CLCV 220: Trauma through Athenian Drama,28,3.62,25.0,35.7,17.9,14.3,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,0.0
919,CLCV 220: Wonders of the World,30,3.8,0.0,76.7,6.7,10.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0
920,CLCV 221: Odysseus and Other Heroes,47,2.77,12.8,12.8,14.9,12.8,10.6,0.0,8.5,4.3,4.3,2.1,4.3,4.3,8.5
921,CLCV 224: American Race and Ethnicity in the Classical Tradition,2314,3.82,10.3,76.8,1.6,1.0,5.6,0.8,0.6,1.6,0.0,0.1,0.2,0.0,1.3
922,CLCV 224: Greco-Roman Antiquity and US Minority Cultures,144,3.63,1.4,59.7,16.7,5.6,8.3,2.8,1.4,1.4,0.0,0.0,0.0,0.0,2.8
923,CLCV 230: Ancient Engineering,21,3.83,76.2,9.5,0.0,4.8,4.8,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0
924,CLCV 231: Development of Ancient Cities,959,3.8,19.5,60.0,8.6,3.5,4.6,0.3,0.5,1.4,0.3,0.0,0.2,0.0,1.1
925,CLCV 240: Gender & Sexuality in Greco-Roman Antiquity,120,3.28,8.3,34.2,22.5,9.2,5.8,2.5,2.5,3.3,5.0,0.0,0.0,0.0,6.7
926,CLCV 250: Sports and Society in Greece and Rome,84,3.72,7.1,64.3,14.3,3.6,3.6,1.2,1.2,1.2,1.2,0.0,1.2,0.0,1.2
927,CLCV 323: The Comic Imagination,21,2.83,33.3,9.5,4.8,9.5,9.5,0.0,9.5,0.0,4.8,0.0,0.0,4.8,14.3
928,CLCV 443: The Archaeology of Greece,23,3.57,8.7,52.2,8.7,13.0,8.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,4.3
929,CLCV 444: The Archaeology of Italy,83,3.6,38.6,31.3,4.8,8.4,3.6,2.4,2.4,4.8,1.2,0.0,0.0,0.0,2.4
930,CMN 101: Public Speaking,5824,3.45,6.8,43.7,15.1,8.5,10.9,4.6,2.1,2.4,1.4,0.5,1.0,0.2,2.7
931,CMN 102: Introduction to Communication,1614,3.08,10.8,23.3,13.6,9.2,12.5,6.8,5.0,6.7,2.9,1.5,3.0,0.7,4.0
932,CMN 111: Oral & Written Comm I,434,3.67,0.0,72.1,9.7,4.1,5.5,1.8,1.2,1.2,0.9,0.2,0.5,0.0,2.8
933,CMN 112: Oral & Written Comm II,329,3.79,0.0,72.9,15.8,3.6,1.8,3.0,0.6,0.6,0.3,0.0,0.6,0.3,0.3
934,CMN 210: Public Comm in Everyday Life,417,3.29,1.4,43.6,15.6,7.9,11.3,3.8,2.6,4.1,1.7,1.2,1.7,1.0,4.1
935,CMN 211: Business and Professional Communication,290,3.44,5.2,39.3,17.2,9.0,15.9,3.4,2.4,3.1,1.4,1.0,0.0,0.3,1.7
936,CMN 212: Intro to Organizational Comm,459,3.18,10.2,26.8,14.2,8.3,13.7,7.2,3.5,6.3,3.3,0.9,1.3,1.3,3.1
937,CMN 213: Small Group Communication,256,3.49,19.9,27.7,16.8,13.3,8.2,4.3,3.1,2.7,0.8,0.8,0.8,0.8,0.8
938,CMN 214: Organizational Communication & Diversity,325,3.18,22.5,14.8,12.0,13.2,10.5,5.5,6.5,3.7,5.2,2.2,0.3,0.3,3.4
939,CMN 220: Communicating Public Policy,264,3.72,4.9,71.6,6.8,1.9,7.2,3.0,0.4,0.8,0.8,0.4,0.0,0.8,1.5
940,CMN 230: Intro to Interpersonal Comm,984,3.33,21.5,27.0,11.6,10.1,8.2,6.3,4.1,2.5,1.3,1.7,1.4,0.7,3.5
941,CMN 231: Communication and Conflict,92,3.36,20.7,17.4,9.8,22.8,15.2,3.3,3.3,2.2,2.2,0.0,1.1,1.1,1.1
942,CMN 232: Intro to Intercultural Comm,603,3.54,5.5,53.4,13.4,6.5,6.5,5.8,1.8,2.7,0.8,0.5,1.0,0.2,2.0
943,CMN 250: Social Movement Communication,593,3.7,16.4,54.0,8.4,5.4,8.1,2.5,1.3,2.0,1.0,0.0,0.0,0.0,0.8
944,CMN 260: Intro to Health Communication,1012,3.12,10.4,18.8,18.4,8.8,14.3,8.4,4.9,6.3,3.7,0.9,1.0,1.1,3.1
945,CMN 277: Introduction to Mediated Communication,493,3.02,18.3,16.6,11.8,11.6,8.9,7.1,6.1,4.3,4.3,1.4,2.8,1.4,5.5
946,CMN 280: Comm Technology & Society,132,3.18,6.8,26.5,11.4,10.6,15.9,9.1,6.8,6.8,1.5,1.5,0.0,2.3,0.8
947,CMN 312: Communicating for Innovation,67,3.43,3.0,23.9,23.9,22.4,16.4,3.0,6.0,0.0,1.5,0.0,0.0,0.0,0.0
948,CMN 314: Organizational Communication and Community Impact,50,3.48,6.0,24.0,26.0,14.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,CMN 321: Strategies of Persuasion,825,2.89,0.4,27.2,6.5,9.5,20.7,4.0,5.8,12.5,2.8,1.6,3.4,2.2,3.5
950,CMN 323: Argumentation,194,3.33,18.6,33.5,8.8,5.7,13.9,2.1,3.6,5.2,3.6,0.5,1.0,0.5,3.1
951,CMN 324: Rhetorical Performance Styles,34,3.55,0.0,73.5,11.8,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8
952,CMN 326: Mass Media and the Audience,560,3.13,13.6,21.4,12.7,12.0,9.8,7.9,6.8,4.5,3.0,3.0,1.2,0.9,3.2
953,CMN 327: Communication and Public Opinion,57,2.98,0.0,33.3,12.3,8.8,5.3,8.8,8.8,8.8,7.0,0.0,0.0,1.8,5.3
954,CMN 328: Social Media and Politics,54,3.31,5.6,35.2,9.3,13.0,13.0,5.6,13.0,1.9,1.9,0.0,0.0,0.0,1.9
955,CMN 336: Communicating in Families,57,3.87,45.6,40.4,3.5,0.0,8.8,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0
956,CMN 336: Family Communication,440,3.63,30.9,36.1,8.6,6.1,9.3,1.1,0.9,3.9,0.7,0.2,0.7,0.0,1.4
957,CMN 338: Relationships and Technologies,30,3.13,13.3,20.0,10.0,3.3,23.3,13.3,6.7,3.3,0.0,3.3,0.0,0.0,3.3
958,CMN 340: Visual Politics,402,3.43,24.1,31.1,10.4,9.0,8.7,4.7,1.7,2.7,1.5,1.0,1.7,0.5,2.7
959,CMN 345: Visual Media Effects,235,3.21,1.3,29.4,17.9,11.9,13.6,6.8,5.5,6.0,3.4,2.6,0.4,0.0,1.3
960,CMN 361: Storytelling as Oral Communication,98,3.65,13.3,56.1,8.2,5.1,8.2,1.0,2.0,2.0,0.0,0.0,4.1,0.0,0.0
961,CMN 368: Sexual Communication,1254,3.55,17.6,42.6,10.1,5.9,11.7,2.8,1.8,3.7,1.0,0.3,0.8,0.3,1.3
962,CMN 375: Imagining the Past and Future,294,3.67,6.1,41.5,27.9,12.6,7.5,1.0,2.0,0.7,0.7,0.0,0.0,0.0,0.0
963,CMN 375: The American Family,696,3.81,28.2,45.8,11.5,5.0,5.7,1.1,1.7,0.9,0.0,0.0,0.0,0.0,0.0
964,CMN 375: World Making: Past & Future,101,3.57,0.0,58.4,8.9,7.9,8.9,9.9,2.0,3.0,0.0,0.0,0.0,1.0,0.0
965,CMN 396: Applied Org Comm,53,3.01,13.2,7.5,20.8,9.4,18.9,7.5,5.7,3.8,5.7,0.0,1.9,1.9,3.8
966,CMN 396: Black Freedom Stuggle,56,2.6,3.6,28.6,10.7,7.1,7.1,0.0,0.0,7.1,14.3,0.0,3.6,7.1,10.7
967,CMN 396: CSR and Social Impact,58,3.28,0.0,31.0,20.7,13.8,20.7,1.7,3.4,1.7,0.0,0.0,3.4,0.0,3.4
968,CMN 396: Comm & Digital Culture,22,3.06,31.8,4.5,13.6,9.1,9.1,4.5,0.0,13.6,4.5,4.5,0.0,0.0,4.5
969,CMN 396: Comm & Public Opinion,70,3.11,11.4,20.0,20.0,5.7,11.4,8.6,5.7,8.6,0.0,0.0,2.9,2.9,2.9
970,CMN 396: Communication & Leadership,62,3.37,6.5,48.4,11.3,4.8,8.1,1.6,6.5,3.2,4.8,0.0,1.6,0.0,3.2
971,CMN 396: Communication & Public Opinion,32,3.15,28.1,25.0,6.2,0.0,9.4,0.0,9.4,6.2,6.2,0.0,6.2,0.0,3.1
972,CMN 396: Digital Humanitarians,26,2.85,3.8,19.2,19.2,7.7,15.4,0.0,3.8,3.8,15.4,0.0,7.7,0.0,3.8
973,CMN 396: Leading Nonprofits,25,3.81,12.0,56.0,24.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
974,CMN 396: Listening,22,3.2,0.0,54.5,0.0,9.1,13.6,0.0,0.0,4.5,9.1,4.5,0.0,0.0,4.5
975,CMN 396: Media and Crime,84,3.35,7.1,23.8,21.4,13.1,15.5,6.0,9.5,0.0,1.2,1.2,1.2,0.0,0.0
976,CMN 396: Nonverbal Communication,32,3.45,0.0,21.9,31.2,25.0,15.6,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0
977,CMN 396: Photography & Public Life,65,3.15,4.6,30.8,13.8,12.3,12.3,6.2,4.6,4.6,1.5,1.5,3.1,1.5,3.1
978,CMN 396: Race & Digital Studies,25,3.23,36.0,20.0,4.0,8.0,8.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0
979,CMN 396: Rhetoric of Theatre,23,2.46,4.3,17.4,8.7,4.3,17.4,8.7,4.3,4.3,8.7,0.0,4.3,0.0,17.4
980,CMN 396: Risk Communication,57,3.19,0.0,22.8,19.3,14.0,15.8,14.0,3.5,5.3,1.8,1.8,1.8,0.0,0.0
981,CMN 410: Workplace Comm Technology,126,3.43,0.8,39.7,18.3,8.7,15.1,7.9,4.0,3.2,1.6,0.0,0.0,0.8,0.0
982,CMN 411: Organizational Comm Assessment,35,2.5,8.6,2.9,5.7,2.9,17.1,20.0,11.4,5.7,5.7,14.3,2.9,0.0,2.9
983,CMN 412: Adv Organizational Comm,23,3.33,4.3,30.4,34.8,0.0,8.7,4.3,0.0,8.7,4.3,0.0,4.3,0.0,0.0
984,CMN 413: Adv Small Group Communication,28,3.83,17.9,42.9,32.1,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,CMN 421: Persuasion Theory & Research,31,3.53,12.9,35.5,16.1,19.4,9.7,0.0,0.0,3.2,0.0,0.0,0.0,0.0,3.2
986,CMN 424: Campaigning to Win,23,3.81,21.7,43.5,21.7,4.3,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,CMN 425: Entertainment and Politics,25,3.72,28.0,40.0,8.0,12.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
988,CMN 429: Race and the Mass Media,28,2.92,14.3,14.3,10.7,10.7,10.7,3.6,14.3,7.1,3.6,0.0,7.1,0.0,3.6
989,CMN 432: Gender Communication,421,3.71,36.6,35.4,10.5,6.4,3.6,1.4,1.9,1.9,0.2,0.0,0.2,0.2,1.7
990,CMN 433: Communication and Culture,23,2.94,0.0,43.5,13.0,17.4,0.0,0.0,0.0,4.3,0.0,4.3,0.0,0.0,17.4
991,CMN 435: Adv Interpersonal Comm,94,3.86,70.2,16.0,4.3,0.0,2.1,6.4,0.0,1.1,0.0,0.0,0.0,0.0,0.0
992,CMN 435: Building Interpersonal Skills,28,3.71,35.7,46.4,3.6,3.6,3.6,0.0,0.0,3.6,0.0,0.0,0.0,0.0,3.6
993,CMN 437: Comm in Personal Relationships,29,3.38,20.7,37.9,6.9,6.9,6.9,3.4,6.9,0.0,0.0,6.9,0.0,0.0,3.4
994,CMN 450: How We Became Digital,21,2.68,9.5,33.3,4.8,4.8,4.8,4.8,0.0,14.3,0.0,0.0,4.8,4.8,14.3
995,CMN 462: Interpersonal Health Comm,295,3.41,0.0,53.9,15.3,6.1,5.8,3.7,2.7,3.1,5.1,0.7,0.0,0.0,3.7
996,CMN 463: Organizational Health Comm,31,3.34,6.5,45.2,9.7,3.2,6.5,12.9,0.0,12.9,0.0,0.0,0.0,3.2,0.0
997,CMN 464: Health Communication Campaigns,56,3.23,1.8,28.6,21.4,5.4,12.5,10.7,5.4,10.7,1.8,0.0,1.8,0.0,0.0
998,CMN 465: Social Marketing,247,3.63,7.7,46.2,15.4,11.7,13.8,1.6,0.8,2.0,0.4,0.0,0.0,0.4,0.0
999,CMN 496: Provider Patient Communication,24,3.71,20.8,29.2,25.0,16.7,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,CMN 595: Stigma in Healthcare,42,3.43,28.6,28.6,14.3,4.8,4.8,9.5,0.0,0.0,0.0,4.8,0.0,0.0,4.8
1001,CMN 595: e-Health,44,3.29,31.8,36.4,0.0,4.5,9.1,0.0,0.0,4.5,0.0,0.0,4.5,0.0,9.1
1002,CPSC 102: Foundational Skills in Crop Sciences,181,3.76,0.0,81.2,5.5,2.2,3.9,2.8,0.0,1.1,0.6,0.0,1.7,0.0,1.1
1003,CPSC 112: Introduction to Crop Sciences,321,3.53,19.6,37.4,12.8,8.1,7.2,4.4,2.8,2.8,1.6,1.6,0.9,0.0,0.9
1004,"CPSC 113: Environment, Agric, & Society",160,3.68,51.2,23.8,5.0,5.0,8.1,0.6,1.2,0.6,0.6,0.6,0.6,0.6,1.9
1005,"CPSC 113: Environment, Agriculture, and Society",231,3.39,2.6,57.6,0.0,0.0,22.5,8.7,0.0,3.5,0.4,0.0,0.0,0.0,4.8
1006,CPSC 116: The Global Food Production Web,622,3.81,0.0,87.3,0.0,0.0,9.0,0.0,0.0,2.3,0.0,0.0,0.5,0.0,1.0
1007,CPSC 117: Agriculture and Science of Coffee,90,3.32,7.8,40.0,11.1,4.4,17.8,0.0,5.6,4.4,3.3,1.1,2.2,1.1,1.1
1008,CPSC 131: Agriculture in Mythology,1633,3.79,0.1,90.4,0.0,0.0,4.3,0.0,0.0,1.5,0.0,0.0,0.8,0.0,2.8
1009,CPSC 180: Medicinal Plants and Herbology,127,3.85,50.4,40.9,0.0,2.4,2.4,0.0,0.0,1.6,0.0,0.8,0.0,0.0,1.6
1010,CPSC 212: Introduction to Plant Protection,480,2.67,2.5,23.8,3.1,3.1,21.2,4.4,0.6,24.4,2.5,1.2,8.8,0.0,4.4
1011,CPSC 241: Intro to Applied Statistics,96,3.12,18.8,10.4,16.7,14.6,16.7,8.3,2.1,2.1,0.0,2.1,0.0,2.1,6.2
1012,CPSC 265: Genetic Engineering Lab,23,3.78,0.0,73.9,0.0,21.7,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0
1013,CPSC 270: Applied Entomology,62,2.9,1.6,24.2,8.1,6.5,25.8,0.0,6.5,16.1,3.2,1.6,0.0,4.8,1.6
1014,CPSC 352: Plant Genetics,60,2.3,6.7,0.0,13.3,6.7,16.7,10.0,6.7,3.3,6.7,10.0,6.7,3.3,10.0
1015,CPSC 370: Applied Entomology,21,3.37,4.8,28.6,14.3,19.0,9.5,14.3,4.8,4.8,0.0,0.0,0.0,0.0,0.0
1016,CPSC 414: Forage Crops & Pasture Ecology,42,3.33,52.4,9.5,0.0,9.5,9.5,0.0,0.0,9.5,0.0,4.8,0.0,0.0,4.8
1017,CPSC 415: Bioenergy Crops,49,3.84,10.2,73.5,0.0,8.2,4.1,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0
1018,CPSC 418: Crop Growth and Management,408,3.76,73.0,11.8,0.0,5.9,3.4,0.0,1.0,2.5,0.0,0.0,0.0,0.0,2.5
1019,CPSC 419: Midwest Agricultural Practices,51,3.87,23.5,56.9,7.8,3.9,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,CPSC 431: Plants and Global Change,135,3.24,3.0,25.2,13.3,15.6,24.4,3.7,5.9,6.7,0.0,0.0,0.0,0.0,2.2
1021,CPSC 437: Principles of Agroecology,23,3.9,56.5,26.1,8.7,4.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,CPSC 440: Applied Statistical Methods I,529,3.46,15.3,26.7,24.0,9.5,10.0,4.9,1.9,3.0,1.7,0.4,0.9,0.6,1.1
1023,CPSC 480: Cannabis Classification and Management,59,3.17,0.0,62.7,0.0,6.8,6.8,0.0,3.4,5.1,0.0,0.0,5.1,0.0,10.2
1024,CPSC 481: Principles and Practices of Cannabis Flower Production,40,3.04,0.0,50.0,0.0,5.0,27.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,15.0
1025,CPSC 498: Crop Sci Professional Develpmt,278,3.67,10.1,57.6,12.9,2.2,9.4,1.4,0.7,2.2,1.4,0.7,0.7,0.0,0.7
1026,CPSC 499: Advanced Special Topics,44,3.65,0.0,72.7,0.0,4.5,13.6,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0
1027,CPSC 499: Cannabis Flower Production,52,2.81,1.9,38.5,0.0,3.8,30.8,1.9,0.0,3.8,0.0,0.0,1.9,0.0,17.3
1028,CPSC 499: Plant Biochemical Pathways,87,3.75,0.0,72.4,0.0,6.9,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,CPSC 499: Plant Nutrition,59,3.27,5.1,50.8,11.9,6.8,5.1,1.7,3.4,1.7,1.7,0.0,3.4,0.0,8.5
1030,CPSC 540: Applied Statistical Methods II,79,3.8,22.8,49.4,13.9,8.9,1.3,1.3,0.0,0.0,1.3,1.3,0.0,0.0,0.0
1031,CPSC 541: Regression Analysis,21,3.8,38.1,9.5,47.6,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,CS 100: Computer Science Orientation,1087,3.88,0.0,91.2,2.4,1.3,2.1,0.2,0.3,0.6,0.6,0.4,0.0,0.2,0.8
1033,CS 100: Freshman Orientation,502,3.9,0.0,93.4,2.6,1.0,0.2,0.6,0.0,0.2,0.0,0.0,0.4,0.0,1.6
1034,CS 101: Intro Computing: Engrg & Sci,5284,3.6,19.7,44.6,12.8,7.0,4.5,3.1,1.7,1.4,1.0,0.9,0.5,0.3,2.3
1035,CS 105: Intro Computing: Non-Tech,6101,3.08,7.4,27.7,12.4,10.6,11.5,6.4,5.3,5.8,3.4,2.2,2.2,1.0,4.2
1036,CS 124: Introduction to Computer Science I,7730,3.62,4.2,68.4,8.1,4.4,4.2,2.0,1.4,1.6,0.7,0.1,1.8,0.1,3.0
1037,CS 125: Intro to Computer Science,502,3.44,9.2,54.4,8.4,4.2,5.4,3.2,3.0,3.4,1.8,0.0,3.6,0.0,3.6
1038,CS 126: Software Design Studio,531,3.6,11.5,54.4,14.1,6.2,3.6,0.8,2.3,0.9,0.4,0.8,1.3,0.8,3.0
1039,CS 128: Introduction to Computer Science II,6327,3.56,0.0,72.9,5.2,5.1,3.9,2.4,1.7,1.7,1.0,0.1,1.5,0.1,4.5
1040,CS 173: Discrete Structures,5204,3.14,6.6,25.6,15.5,12.5,11.9,7.1,4.9,4.7,2.8,3.2,1.6,1.1,2.5
1041,CS 173: Discrete Structures- Honors,34,3.51,14.7,41.2,14.7,14.7,2.9,0.0,5.9,0.0,0.0,0.0,0.0,2.9,2.9
1042,CS 196: CS 124 Freshman Honors,298,3.94,85.6,10.7,0.3,0.7,0.7,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.7
1043,CS 196: Freshman Honors,56,3.88,58.9,30.4,5.4,1.8,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8
1044,CS 199: CA Training,106,3.91,59.4,36.8,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.9
1045,CS 199: Even More Practice 128,37,3.89,0.0,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
1046,CS 199: Intro to Computer Science II,42,3.35,0.0,42.9,9.5,11.9,16.7,7.1,2.4,0.0,4.8,4.8,0.0,0.0,0.0
1047,CS 210: Ethical & Professional Issues,566,3.65,6.2,59.2,7.4,7.4,12.9,1.9,1.2,2.3,0.2,0.0,0.4,0.0,0.9
1048,CS 211: Ethical and Professional Conduct,675,3.74,9.5,61.2,9.9,7.1,7.4,1.5,0.3,1.6,0.3,0.0,0.4,0.0,0.7
1049,CS 222: Software Design Lab,2273,3.89,9.1,79.7,5.0,2.3,1.6,0.6,0.3,0.1,0.2,0.0,0.2,0.0,0.9
1050,CS 225: Data Structures,11851,3.44,1.8,62.1,7.4,5.9,5.5,3.0,2.6,2.7,1.6,1.4,1.2,0.7,4.0
1051,CS 233: Computer Architecture,3051,3.64,29.2,47.6,3.5,1.6,8.7,0.9,0.5,2.9,0.6,0.2,2.2,0.0,2.1
1052,CS 233: Computer Architecture Honors,50,3.8,8.0,80.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1053,CS 240: Introduction to Computer Systems,182,3.32,9.9,38.5,8.8,12.6,9.9,3.3,2.7,3.8,4.9,1.6,0.5,0.5,2.7
1054,CS 241: System Programming,924,3.39,26.0,35.7,7.5,5.8,5.2,1.6,4.8,2.5,2.7,1.2,2.3,2.1,2.7
1055,CS 242: Programming Studio,196,3.41,29.6,24.0,9.7,8.7,9.2,7.1,2.0,2.0,0.5,2.6,2.0,0.5,2.0
1056,CS 277: Algorithms and Data Structures for Data Science,250,3.55,28.0,26.4,13.6,9.6,11.2,3.2,2.4,3.2,0.8,0.0,0.0,0.8,0.8
1057,CS 296: Honors Course,66,3.78,34.8,48.5,7.6,1.5,0.0,1.5,0.0,1.5,0.0,1.5,1.5,1.5,0.0
1058,CS 307: Modeling and Learning in Data Science,530,3.81,25.1,53.0,9.1,3.8,4.7,1.1,1.1,0.6,0.2,0.4,0.8,0.0,0.2
1059,CS 340: Introduction to Computer Systems,745,3.45,11.4,44.2,13.6,7.7,6.4,4.4,2.6,2.8,1.3,0.5,1.3,0.4,3.4
1060,CS 341: System Programming,1515,3.65,24.3,44.5,9.2,7.0,4.4,1.9,3.0,1.7,0.9,0.5,0.8,1.0,0.8
1061,CS 357: Numerical Methods I,3261,3.48,9.7,46.5,12.8,7.7,6.9,4.0,2.5,2.9,1.8,1.4,1.5,1.0,1.3
1062,CS 361: Probability & Statistics for Computer Science,2174,3.49,36.8,19.0,11.5,10.8,6.4,4.1,3.0,2.7,1.7,0.9,0.9,0.4,1.8
1063,CS 374: Introduction to Algorithms & Models of Computation,6627,3.03,7.3,17.4,15.7,13.6,10.4,9.3,7.8,6.9,3.9,3.2,1.3,1.1,2.0
1064,CS 400: Accelerated Fundamentals of Computing I,21,3.51,14.3,38.1,14.3,14.3,4.8,4.8,0.0,4.8,0.0,0.0,4.8,0.0,0.0
1065,CS 401: Accelerated Fundamentals of Algorithms I,23,3.8,30.4,47.8,0.0,8.7,8.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,CS 402: Accelerated Fundamentals of Computing II,25,3.71,28.0,44.0,4.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1067,CS 403: Accelerated Fundamentals of Algorithms II,27,3.53,22.2,25.9,14.8,7.4,11.1,14.8,3.7,0.0,0.0,0.0,0.0,0.0,0.0
1068,CS 409: The Art of Web Programming,656,3.56,13.3,39.8,18.0,9.8,7.5,4.4,2.4,0.9,1.5,0.6,0.3,0.3,1.2
1069,CS 410: Text Information Systems,1647,3.89,59.1,25.1,9.3,2.7,1.7,0.7,0.1,0.6,0.0,0.0,0.1,0.0,0.5
1070,CS 411: Database Systems,4571,3.76,15.5,58.0,11.4,5.2,3.0,2.7,1.3,1.0,0.8,0.2,0.2,0.1,0.7
1071,CS 412: Introduction to Data Mining,2399,3.54,14.1,36.3,19.5,12.4,7.8,2.5,1.3,1.8,0.9,0.0,1.1,0.0,2.4
1072,CS 415: Game Development,1283,3.76,10.5,65.4,9.0,4.3,3.7,2.1,0.5,2.3,0.8,0.1,0.6,0.1,0.5
1073,CS 418: Interactive Computer Graphics,848,3.31,9.7,43.5,10.8,8.1,7.2,4.6,2.7,2.5,2.2,0.4,2.4,0.0,5.9
1074,CS 419: Production Computer Graphics,32,3.48,12.5,50.0,12.5,9.4,0.0,3.1,0.0,6.2,0.0,0.0,0.0,0.0,6.2
1075,CS 420: Parallel Progrmg: Sci & Engrg,117,3.61,17.9,27.4,29.1,11.1,9.4,0.9,1.7,0.9,0.0,0.0,0.0,0.0,1.7
1076,CS 421: Programming Languages & Compilers,2754,3.4,22.3,37.6,5.8,7.2,7.0,3.1,3.7,4.0,1.6,3.0,1.9,1.2,1.6
1077,CS 423: Operating Systems Design,440,3.59,9.3,34.5,24.3,15.0,8.9,3.6,2.3,0.9,0.7,0.0,0.0,0.0,0.5
1078,CS 424: Real-Time Systems,196,3.7,17.9,41.3,13.3,12.2,10.7,2.6,1.5,0.5,0.0,0.0,0.0,0.0,0.0
1079,CS 425: Distributed Systems,2771,3.45,8.0,22.2,27.4,21.0,9.7,4.8,2.5,1.2,0.9,0.8,0.3,0.2,0.9
1080,CS 426: Compiler Construction,104,3.51,9.6,39.4,14.4,4.8,17.3,6.7,3.8,2.9,0.0,0.0,1.0,0.0,0.0
1081,CS 427: Software Engineering I,1940,3.78,33.3,39.6,13.4,5.5,3.2,1.8,0.0,1.8,0.0,0.0,0.8,0.0,0.6
1082,CS 431: Embedded Systems,62,3.62,24.2,30.6,11.3,14.5,12.9,0.0,3.2,3.2,0.0,0.0,0.0,0.0,0.0
1083,CS 433: Computer System Organization,288,3.37,9.4,25.7,20.5,13.2,13.5,5.6,3.8,3.5,3.1,0.3,0.7,0.0,0.7
1084,CS 435: Cloud Networking,463,3.57,6.7,59.8,12.5,5.8,3.9,2.4,0.0,2.4,0.9,0.4,0.6,0.4,4.1
1085,CS 437: Networked IoT Systems,81,3.34,35.8,25.9,12.3,2.5,1.2,0.0,6.2,4.9,1.2,2.5,0.0,0.0,7.4
1086,CS 437: Topics in Internet of Things,885,3.74,46.7,34.5,6.1,2.1,1.9,2.6,0.9,1.1,0.9,0.3,0.9,0.1,1.8
1087,CS 438: Communication Networks,999,3.57,11.7,28.2,25.4,18.6,9.6,3.0,0.7,1.2,0.8,0.0,0.0,0.0,0.7
